  0.200000E-01  0.200000E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.294619E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.993104E+02  0.999999E+00  0.100073E+01  0.100016E+01  0.999424E+00  0.100230E+01  0.105438E-05  0.246336E+04 -0.107300E-02  0.121606E+00  0.489344E+00 -0.499801E+00  0.199384E+01  0.508223E-02  0.246531E+04  0.110614E-02  0.857207E-02  0.360037E-01  0.367504E-01 -0.141471E+00  0.994917E+00  0.750130E+03  0.204016E-02  0.914252E-03  0.765480E-03  0.306192E-02  0.999998E+00  0.246245E+04  0.596155E+00  0.539133E+00  0.499999E+00  0.200000E+01  0.234384E-05  0.000000E+00  0.144460E-05  0.450289E-01  0.322948E-03  0.211837E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.358485E-04  0.301268E-04  0.000000E+00  0.163729E-03  0.100052E+01  0.100084E+01  0.100039E+01  0.999241E+00  0.995937E+00  0.996255E+00  0.997448E+00  0.997766E+00  0.000000E+00  0.000000E+00  0.125849E-02  0.261744E+03  0.974351E-03  0.211401E+03  0.364477E-09  0.758049E-04  0.468174E-05  0.973720E+00  0.412736E-10  0.858419E-05  0.109888E-02  0.116420E+01  0.851578E-03  0.940007E+00  0.671793E-07  0.711723E-04  0.403472E-05  0.427454E-02  0.368613E-10  0.390523E-07  0.000000E+00  0.000000E+00  0.000000E+00  0.246366E+04  0.468340E+03  0.890953E+03  0.193914E+04  0.194550E+04  0.249985E+04  0.999164E+00  0.814240E-03  0.318397E-03  0.596027E-09  0.890934E+03  0.194461E+04  0.238677E+04  0.239668E+04  0.256482E+04  0.236415E+04  0.256551E+04  0.692007E+03  0.109915E+04  0.109752E+04  0.183217E+04  0.234601E+04  0.232827E+04  0.235087E+04  0.691523E+03  0.109905E+04  0.109738E+04  0.246827E+04
  0.200000E-01  0.208081E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.266675E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.100222E+03  0.999999E+00  0.100069E+01  0.100022E+01  0.999422E+00  0.100249E+01  0.135425E-05  0.234726E+04  0.112933E-02  0.366411E-02  0.121898E-01 -0.124687E-01  0.600055E-01  0.999198E+00  0.239635E+04 -0.123163E-02  0.121948E+00  0.471552E+00 -0.481621E+00  0.207874E+01  0.800521E-03  0.732254E+03  0.204090E-02  0.891533E-03  0.742031E-03  0.321282E-02  0.999998E+00  0.239529E+04  0.575219E+00  0.519109E+00  0.480582E+00  0.208081E+01  0.238401E-05  0.000000E+00  0.202007E+00  0.206955E-06  0.816591E-01  0.424294E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.244794E-04  0.437394E-04  0.000000E+00  0.185898E-03  0.100057E+01  0.100100E+01  0.100043E+01  0.999274E+00  0.995592E+00  0.996023E+00  0.997025E+00  0.997457E+00  0.000000E+00  0.000000E+00  0.881107E-03  0.102656E+00  0.674445E-03  0.822148E-01  0.312093E-06  0.363612E-04  0.328556E-05  0.382792E-03  0.312205E-10  0.363742E-08  0.183375E-02  0.268807E+03  0.141089E-02  0.215747E+03  0.643724E-09  0.943623E-04  0.631119E-05  0.925146E+00  0.663487E-10  0.972593E-05  0.000000E+00  0.000000E+00  0.000000E+00  0.239653E+04  0.468233E+03  0.890463E+03  0.189192E+04  0.189847E+04  0.238380E+04  0.999115E+00  0.862745E-03  0.349465E-03  0.768509E-09  0.890444E+03  0.189758E+04  0.238692E+04  0.239669E+04  0.256490E+04  0.236416E+04  0.256562E+04  0.692132E+03  0.109938E+04  0.109768E+04  0.184083E+04  0.234875E+04  0.233138E+04  0.235113E+04  0.691618E+03  0.109927E+04  0.109753E+04  0.237275E+04
  0.200000E-01  0.216162E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.242961E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.101099E+03  0.999998E+00  0.100065E+01  0.100026E+01  0.999423E+00  0.100268E+01  0.170737E-05  0.224229E+04  0.129072E-02  0.171060E-02  0.448818E-02 -0.460758E-02  0.288510E-01  0.999836E+00  0.233819E+04 -0.125926E-02  0.121617E+00  0.454049E+00 -0.463838E+00  0.216018E+01  0.162517E-03  0.715960E+03  0.203905E-02  0.867908E-03  0.718146E-03  0.335560E-02  0.999998E+00  0.233716E+04  0.555625E+00  0.500561E+00  0.462616E+00  0.216161E+01  0.240981E-05  0.000000E+00  0.297681E+00  0.381449E-07  0.154798E+00  0.483261E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.858924E-05  0.525173E-04  0.000000E+00  0.209362E-03  0.100061E+01  0.100115E+01  0.100046E+01  0.999314E+00  0.995260E+00  0.995789E+00  0.996617E+00  0.997147E+00  0.000000E+00  0.000000E+00  0.377415E-03  0.456351E-02  0.285787E-03  0.364189E-02  0.755368E-06  0.913351E-05  0.132684E-05  0.160435E-04  0.143092E-10  0.173019E-09  0.212333E-02  0.276050E+03  0.162449E-02  0.220403E+03  0.721557E-09  0.938085E-04  0.673060E-05  0.875034E+00  0.832792E-10  0.108270E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.233843E+04  0.468138E+03  0.890021E+03  0.185065E+04  0.185737E+04  0.228021E+04  0.999069E+00  0.908280E-03  0.379672E-03  0.969738E-09  0.890001E+03  0.185649E+04  0.238706E+04  0.239670E+04  0.256497E+04  0.236418E+04  0.256572E+04  0.692244E+03  0.109958E+04  0.109782E+04  0.184855E+04  0.235123E+04  0.233415E+04  0.235139E+04  0.691698E+03  0.109947E+04  0.109766E+04  0.228913E+04
  0.200000E-01  0.224242E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.222607E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.101937E+03  0.999998E+00  0.100061E+01  0.100031E+01  0.999427E+00  0.100287E+01  0.211838E-05  0.214803E+04  0.144446E-02  0.113184E-02  0.229500E-02 -0.237162E-02  0.206335E-01  0.999925E+00  0.228742E+04 -0.129256E-02  0.120839E+00  0.437625E+00 -0.447222E+00  0.224105E+01  0.731949E-04  0.701007E+03  0.203511E-02  0.843815E-03  0.694184E-03  0.349068E-02  0.999998E+00  0.228643E+04  0.537242E+00  0.483334E+00  0.445945E+00  0.224242E+01  0.242318E-05  0.000000E+00  0.282256E+00  0.155081E-07  0.178764E+00  0.549214E-03  0.147389E-04  0.000000E+00  0.000000E+00  0.435327E-05  0.622184E-04  0.000000E+00  0.234665E-03  0.100066E+01  0.100128E+01  0.100050E+01  0.999361E+00  0.994942E+00  0.995558E+00  0.996225E+00  0.996841E+00  0.000000E+00  0.000000E+00  0.221901E-03  0.560163E-03  0.166452E-03  0.448714E-03  0.108749E-05  0.274524E-05  0.667741E-06  0.168564E-05  0.908293E-11  0.229288E-10  0.248084E-02  0.284383E+03  0.188837E-02  0.226065E+03  0.825270E-09  0.946021E-04  0.721335E-05  0.826878E+00  0.103948E-09  0.119158E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.228772E+04  0.468054E+03  0.889621E+03  0.181434E+04  0.182121E+04  0.218702E+04  0.999026E+00  0.950927E-03  0.408916E-03  0.120125E-08  0.889600E+03  0.182033E+04  0.238718E+04  0.239670E+04  0.256503E+04  0.236419E+04  0.256580E+04  0.692343E+03  0.109976E+04  0.109794E+04  0.185545E+04  0.235346E+04  0.233661E+04  0.235164E+04  0.691766E+03  0.109964E+04  0.109778E+04  0.221548E+04
  0.200000E-01  0.232323E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.204967E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.102734E+03  0.999998E+00  0.100058E+01  0.100035E+01  0.999433E+00  0.100305E+01  0.259159E-05  0.206278E+04  0.160115E-02  0.817035E-03  0.118221E-02 -0.123870E-02  0.169290E-01  0.999954E+00  0.224274E+04 -0.132265E-02  0.119666E+00  0.422277E+00 -0.431748E+00  0.232186E+01  0.435010E-04  0.687204E+03  0.202958E-02  0.819653E-03  0.670462E-03  0.361876E-02  0.999998E+00  0.224177E+04  0.519957E+00  0.467294E+00  0.430434E+00  0.232323E+01  0.242624E-05  0.000000E+00  0.253255E+00  0.825920E-08  0.191872E+00  0.617792E-03  0.253322E-04  0.000000E+00  0.000000E+00  0.277600E-05  0.728328E-04  0.000000E+00  0.259685E-03  0.100071E+01  0.100141E+01  0.100054E+01  0.999413E+00  0.994640E+00  0.995333E+00  0.995849E+00  0.996543E+00  0.000000E+00  0.000000E+00  0.160119E-03  0.872912E-04  0.119136E-03  0.713036E-04  0.143234E-05  0.780860E-06  0.372982E-06  0.203336E-06  0.711681E-11  0.387983E-11  0.288114E-02  0.293677E+03  0.218294E-02  0.232601E+03  0.934938E-09  0.952988E-04  0.765351E-05  0.780127E+00  0.127414E-09  0.129874E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.224308E+04  0.467979E+03  0.889256E+03  0.178213E+04  0.178913E+04  0.210262E+04  0.998985E+00  0.990888E-03  0.437159E-03  0.146457E-08  0.889234E+03  0.178827E+04  0.238729E+04  0.239671E+04  0.256508E+04  0.236420E+04  0.256587E+04  0.692433E+03  0.109992E+04  0.109805E+04  0.186169E+04  0.235548E+04  0.233880E+04  0.235189E+04  0.691822E+03  0.109979E+04  0.109788E+04  0.215030E+04
  0.200000E-01  0.240404E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.189548E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.103488E+03  0.999998E+00  0.100054E+01  0.100038E+01  0.999441E+00  0.100322E+01  0.313147E-05  0.198522E+04  0.176227E-02  0.596103E-03  0.463599E-03 -0.507005E-03  0.148773E-01  0.999967E+00  0.220313E+04 -0.134855E-02  0.117854E+00  0.407913E+00 -0.417308E+00  0.240265E+01  0.297357E-04  0.674400E+03  0.202283E-02  0.795683E-03  0.647181E-03  0.374033E-02  0.999998E+00  0.220219E+04  0.503671E+00  0.452324E+00  0.415966E+00  0.240404E+01  0.242067E-05  0.000000E+00  0.224508E+00  0.499253E-08  0.201145E+00  0.684580E-03  0.357919E-04  0.000000E+00  0.000000E+00  0.202040E-05  0.839530E-04  0.000000E+00  0.285590E-03  0.100076E+01  0.100153E+01  0.100058E+01  0.999469E+00  0.994352E+00  0.995115E+00  0.995489E+00  0.996254E+00  0.000000E+00  0.000000E+00  0.129616E-03  0.897013E-05  0.957732E-04  0.792729E-05  0.181866E-05  0.125861E-06  0.208102E-06  0.144018E-07  0.627453E-11  0.434233E-12  0.330462E-02  0.302357E+03  0.249325E-02  0.238750E+03  0.104106E-08  0.952519E-04  0.795157E-05  0.727531E+00  0.152677E-09  0.139692E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.220353E+04  0.467911E+03  0.888922E+03  0.175337E+04  0.176050E+04  0.202573E+04  0.998948E+00  0.102832E-02  0.464374E-03  0.176115E-08  0.888899E+03  0.175964E+04  0.238738E+04  0.239671E+04  0.256513E+04  0.236421E+04  0.256594E+04  0.692514E+03  0.110006E+04  0.109815E+04  0.186735E+04  0.235734E+04  0.234075E+04  0.235216E+04  0.691868E+03  0.109993E+04  0.109797E+04  0.209230E+04
  0.200000E-01  0.248485E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.175981E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.104200E+03  0.999997E+00  0.100050E+01  0.100041E+01  0.999449E+00  0.100338E+01  0.374247E-05  0.191432E+04  0.192813E-02  0.433901E-03  0.931457E-04  0.364598E-04  0.136082E-01  0.999974E+00  0.216800E+04 -0.137005E-02  0.116655E+00  0.394444E+00 -0.403804E+00  0.248345E+01  0.220700E-04  0.662480E+03  0.201498E-02  0.771981E-03  0.624392E-03  0.385529E-02  0.999998E+00  0.216709E+04  0.488302E+00  0.438321E+00  0.402439E+00  0.248485E+01  0.240721E-05  0.000000E+00  0.198452E+00  0.324209E-08  0.208442E+00  0.751078E-03  0.465483E-04  0.000000E+00  0.000000E+00  0.159511E-05  0.958082E-04  0.000000E+00  0.312288E-03  0.100081E+01  0.100165E+01  0.100062E+01  0.999528E+00  0.994079E+00  0.994908E+00  0.995146E+00  0.995976E+00  0.000000E+00  0.000000E+00  0.112405E-03  0.262326E-06  0.825724E-04  0.295251E-07  0.225662E-05  0.526638E-08  0.114286E-06  0.266714E-09  0.593012E-11  0.138394E-13  0.375926E-02  0.311599E+03  0.282535E-02  0.245436E+03  0.114411E-08  0.948335E-04  0.829511E-05  0.687570E+00  0.179837E-09  0.149064E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.216844E+04  0.467850E+03  0.888617E+03  0.172767E+04  0.173491E+04  0.195537E+04  0.998913E+00  0.106318E-02  0.490478E-03  0.209191E-08  0.888594E+03  0.173406E+04  0.238747E+04  0.239671E+04  0.256517E+04  0.236421E+04  0.256600E+04  0.692588E+03  0.110020E+04  0.109823E+04  0.187246E+04  0.235902E+04  0.234246E+04  0.235246E+04  0.691906E+03  0.110005E+04  0.109804E+04  0.204043E+04
  0.200000E-01  0.256566E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.163954E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.104871E+03  0.999997E+00  0.100047E+01  0.100044E+01  0.999459E+00  0.100353E+01  0.442952E-05  0.184915E+04  0.209889E-02  0.341426E-03  0.514134E-03  0.476900E-03  0.127758E-01  0.999978E+00  0.213663E+04 -0.138749E-02  0.115482E+00  0.381791E+00 -0.391148E+00  0.256424E+01  0.172936E-04  0.651331E+03  0.200629E-02  0.748713E-03  0.602214E-03  0.396413E-02  0.999998E+00  0.213575E+04  0.473773E+00  0.425196E+00  0.389763E+00  0.256565E+01  0.238725E-05  0.000000E+00  0.175407E+00  0.219602E-08  0.214446E+00  0.816768E-03  0.576283E-04  0.000000E+00  0.000000E+00  0.132954E-05  0.108369E-03  0.000000E+00  0.339734E-03  0.100087E+01  0.100176E+01  0.100067E+01  0.999591E+00  0.993822E+00  0.994711E+00  0.994819E+00  0.995710E+00  0.000000E+00  0.000000E+00  0.101971E-03  0.611856E-05  0.745455E-04  0.384855E-05  0.275219E-05  0.165140E-06  0.728312E-07  0.437010E-08  0.585705E-11  0.351441E-12  0.424371E-02  0.321320E+03  0.317819E-02  0.252581E+03  0.124247E-08  0.940760E-04  0.860759E-05  0.651739E+00  0.208625E-09  0.157964E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.213712E+04  0.467796E+03  0.888338E+03  0.170458E+04  0.171191E+04  0.189064E+04  0.998880E+00  0.109564E-02  0.515478E-03  0.245822E-08  0.888314E+03  0.171109E+04  0.238755E+04  0.239671E+04  0.256520E+04  0.236422E+04  0.256605E+04  0.692655E+03  0.110032E+04  0.109831E+04  0.187709E+04  0.236054E+04  0.234394E+04  0.235279E+04  0.691935E+03  0.110016E+04  0.109811E+04  0.199383E+04
  0.200000E-01  0.264646E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.153219E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.105502E+03  0.999996E+00  0.100044E+01  0.100047E+01  0.999470E+00  0.100368E+01  0.519805E-05  0.178893E+04  0.227468E-02  0.348549E-03  0.888019E-03  0.855644E-03  0.122133E-01  0.999981E+00  0.210843E+04 -0.140129E-02  0.114172E+00  0.369884E+00 -0.379261E+00  0.264504E+01  0.140793E-04  0.640857E+03  0.199699E-02  0.726010E-03  0.580734E-03  0.406733E-02  0.999998E+00  0.210758E+04  0.460012E+00  0.412870E+00  0.377862E+00  0.264646E+01  0.236204E-05  0.000000E+00  0.155185E+00  0.152433E-08  0.219493E+00  0.881363E-03  0.689916E-04  0.000000E+00  0.000000E+00  0.115089E-05  0.121618E-03  0.000000E+00  0.367887E-03  0.100092E+01  0.100187E+01  0.100071E+01  0.999654E+00  0.993579E+00  0.994525E+00  0.994509E+00  0.995456E+00  0.000000E+00  0.000000E+00  0.954331E-04  0.145446E-04  0.694928E-04  0.983300E-05  0.331036E-05  0.504520E-06  0.777299E-07  0.118465E-07  0.595490E-11  0.907567E-12  0.475745E-02  0.331474E+03  0.355132E-02  0.260142E+03  0.133525E-08  0.930336E-04  0.886450E-05  0.617632E+00  0.238811E-09  0.166391E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.210897E+04  0.467746E+03  0.888081E+03  0.168373E+04  0.169114E+04  0.183079E+04  0.998850E+00  0.112588E-02  0.539402E-03  0.286164E-08  0.888056E+03  0.169033E+04  0.238761E+04  0.239671E+04  0.256524E+04  0.236422E+04  0.256610E+04  0.692716E+03  0.110042E+04  0.109839E+04  0.188131E+04  0.236194E+04  0.234520E+04  0.235317E+04  0.691957E+03  0.110026E+04  0.109817E+04  0.195182E+04
  0.200000E-01  0.272727E+01  0.100000E+14  0.172000E+06 -0.500000E+02 -0.143587E+07  0.000000E+00  0.000000E+00  0.500000E-01  0.106096E+03  0.999996E+00  0.100040E+01  0.100050E+01  0.999481E+00  0.100382E+01  0.605311E-05  0.173308E+04  0.245547E-02  0.443440E-03  0.122435E-02  0.119520E-02  0.118294E-01  0.999982E+00  0.208296E+04 -0.141179E-02  0.112766E+00  0.358658E+00 -0.368076E+00  0.272584E+01  0.117899E-04  0.630987E+03  0.198722E-02  0.703943E-03  0.559997E-03  0.416527E-02  0.999998E+00  0.208214E+04  0.446959E+00  0.401275E+00  0.366666E+00  0.272727E+01  0.233254E-05  0.000000E+00  0.137488E+00  0.107100E-08  0.223781E+00  0.944542E-03  0.805762E-04  0.000000E+00  0.000000E+00  0.102353E-05  0.135529E-03  0.000000E+00  0.396701E-03  0.100097E+01  0.100198E+01  0.100075E+01  0.999720E+00  0.993349E+00  0.994350E+00  0.994213E+00  0.995214E+00  0.000000E+00  0.000000E+00  0.913321E-04  0.227071E-04  0.663013E-04  0.157085E-04  0.393523E-05  0.978382E-06  0.128350E-06  0.319105E-07  0.617119E-11  0.153429E-11  0.529944E-02  0.342018E+03  0.394395E-02  0.268080E+03  0.142158E-08  0.917467E-04  0.906999E-05  0.585363E+00  0.270131E-09  0.174338E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.208355E+04  0.467702E+03  0.887844E+03  0.166482E+04  0.167231E+04  0.177523E+04  0.998821E+00  0.115405E-02  0.562267E-03  0.330350E-08  0.887820E+03  0.167152E+04  0.238768E+04  0.239671E+04  0.256527E+04  0.236423E+04  0.256615E+04  0.692772E+03  0.110052E+04  0.109845E+04  0.188517E+04  0.236321E+04  0.234625E+04  0.235361E+04  0.691973E+03  0.110035E+04  0.109822E+04  0.191379E+04
