  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.19878697E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13000000E+03  0.13416408E+04  0.93584710E+02  0.38818159E-13  0.12905902E+03  0.79550563E-14  0.39242834E+04  0.10000000E+01  0.98977282E+02  0.33199594E-10  0.13416408E+04  0.10000000E+01  0.12676034E+03  0.88755611E+02  0.83676640E+00  0.14086937E+00  0.17402131E-13  0.00000000E+00  0.00000000E+00  0.83401588E-01  0.17637409E+00  0.29750210E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.19773281E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.17777778E+03  0.13416408E+04  0.11775014E+03  0.58360584E-14  0.16265044E+03  0.41477670E-13  0.39242834E+04  0.10000000E+01  0.15714090E+03  0.33601360E-10  0.13416408E+04  0.10000000E+01  0.17593039E+03  0.88793592E+02  0.83710011E+00  0.14062573E+00  0.17355227E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.76577999E-01  0.33627590E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.19636398E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.22555556E+03  0.13416408E+04  0.12026877E+03  0.17554643E-14  0.21225048E+03  0.45993433E-13  0.39242834E+04  0.10000000E+01  0.20947619E+03  0.33929541E-10  0.13416408E+04  0.10000000E+01  0.22378016E+03  0.88826536E+02  0.83737123E+00  0.14042814E+00  0.17316839E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.84422896E-02  0.35548023E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.19467616E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.27333333E+03  0.13416408E+04  0.12096498E+03  0.10356771E-14  0.26165300E+03  0.47399816E-13  0.39242834E+04  0.10000000E+01  0.25971350E+03  0.34458607E-10  0.13416408E+04  0.10000000E+01  0.27129905E+03  0.88855501E+02  0.83759903E+00  0.14026238E+00  0.17284429E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.36794852E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.19267016E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.32111111E+03  0.13416408E+04  0.12128177E+03  0.79359906E-15  0.31036806E+03  0.48561995E-13  0.39242834E+04  0.10000000E+01  0.30883644E+03  0.35186046E-10  0.13416408E+04  0.10000000E+01  0.31860102E+03  0.88881282E+02  0.83779519E+00  0.14011981E+00  0.17256424E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.37679550E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.19034670E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.36888889E+03  0.13416408E+04  0.12146151E+03  0.69224280E-15  0.35855849E+03  0.49810843E-13  0.39242834E+04  0.10000000E+01  0.35725492E+03  0.36121865E-10  0.13416408E+04  0.10000000E+01  0.36574403E+03  0.88904473E+02  0.83796727E+00  0.13999487E+00  0.17231795E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.38342599E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.18770633E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.41666667E+03  0.13416408E+04  0.12157718E+03  0.65055662E-15  0.40638764E+03  0.51227953E-13  0.39242834E+04  0.10000000E+01  0.40529319E+03  0.37285912E-10  0.13416408E+04  0.10000000E+01  0.41276286E+03  0.88925523E+02  0.83812042E+00  0.13988377E+00  0.17209836E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.38859412E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.18474958E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.46444444E+03  0.13416408E+04  0.12165800E+03  0.64089434E-15  0.45395688E+03  0.52845923E-13  0.39242834E+04  0.10000000E+01  0.45301125E+03  0.38707814E-10  0.13416408E+04  0.10000000E+01  0.45968042E+03  0.88944778E+02  0.83825830E+00  0.13978381E+00  0.17190037E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.39273207E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.18147689E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.51222222E+03  0.13416408E+04  0.12171787E+03  0.65178453E-15  0.50132282E+03  0.54684493E-13  0.39242834E+04  0.10000000E+01  0.50048918E+03  0.40428441E-10  0.13416408E+04  0.10000000E+01  0.50651280E+03  0.88962509E+02  0.83838363E+00  0.13969301E+00  0.17172022E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.39611258E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.10000000E-03  0.70000000E+01  0.20000000E+03 -0.17788866E+04 -0.30000000E+03  0.10000000E+03  0.20000000E+03  0.80000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.56000000E+03  0.13416408E+04  0.12176418E+03  0.67790989E-15  0.54852596E+03  0.56760029E-13  0.39242834E+04  0.10000000E+01  0.54777998E+03  0.42502746E-10  0.13416408E+04  0.10000000E+01  0.55327182E+03  0.88978932E+02  0.83849844E+00  0.13960986E+00  0.17155502E-13  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.39895726E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
