  0.20000000E-01  0.12893672E-01  0.20000000E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.29462219E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.99310401E+02  0.10543462E-05  0.24633656E+04  0.50763979E-02  0.24653242E+04  0.99492255E+00  0.75013182E+03  0.99999766E+00  0.24624610E+04  0.23438481E-05  0.24636662E+04  0.46834022E+03  0.99916417E+00  0.81423822E-03  0.59601754E-09  0.00000000E+00  0.47647670E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.12602260E-01  0.20808081E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.26667823E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10022173E+03  0.13542029E-05  0.23472738E+04  0.99919775E+00  0.23963562E+04  0.80089543E-03  0.73225626E+03  0.99999762E+00  0.23953010E+04  0.23840184E-05  0.23965378E+04  0.46823296E+03  0.99911498E+00  0.86274301E-03  0.76849529E-09  0.00000000E+00  0.49195018E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.12323679E-01  0.21616162E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.24296472E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10109890E+03  0.17073109E-05  0.22423065E+04  0.99983574E+00  0.23381930E+04  0.16255233E-03  0.71596265E+03  0.99999759E+00  0.23371680E+04  0.24098235E-05  0.23384333E+04  0.46813811E+03  0.99906887E+00  0.90827743E-03  0.96971839E-09  0.00000000E+00  0.46768760E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.12056844E-01  0.22424242E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.22261077E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10193699E+03  0.21182989E-05  0.21480441E+04  0.99992468E+00  0.22874309E+04  0.73205756E-04  0.70100920E+03  0.99999758E+00  0.22864332E+04  0.24231901E-05  0.22877245E+04  0.46805385E+03  0.99902577E+00  0.95092435E-03  0.12012202E-08  0.00000000E+00  0.45313478E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11801360E-01  0.23232323E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.20497070E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10273367E+03  0.25914873E-05  0.20628017E+04  0.99995390E+00  0.22427467E+04  0.43506059E-04  0.68720705E+03  0.99999757E+00  0.22417764E+04  0.24262564E-05  0.22430914E+04  0.46797855E+03  0.99898543E+00  0.99088533E-03  0.14645332E-08  0.00000000E+00  0.45803519E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11556549E-01  0.24040404E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.18955199E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10348814E+03  0.31313331E-05  0.19852389E+04  0.99996713E+00  0.22031415E+04  0.29738706E-04  0.67440328E+03  0.99999758E+00  0.22021995E+04  0.24206846E-05  0.22035362E+04  0.46791096E+03  0.99894772E+00  0.10283141E-02  0.17611009E-08  0.00000000E+00  0.45589964E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11321346E-01  0.24848485E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.17598425E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10420011E+03  0.37422923E-05  0.19143367E+04  0.99997419E+00  0.21680071E+04  0.22071976E-04  0.66248280E+03  0.99999759E+00  0.21670942E+04  0.24072308E-05  0.21684508E+04  0.46785031E+03  0.99891264E+00  0.10631733E-02  0.20918521E-08  0.00000000E+00  0.44919069E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11095088E-01  0.25656566E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.16395748E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10487084E+03  0.44292980E-05  0.18491679E+04  0.99997828E+00  0.21366403E+04  0.17294999E-04  0.65133409E+03  0.99999761E+00  0.21357569E+04  0.23872731E-05  0.21371318E+04  0.46779569E+03  0.99888003E+00  0.10956348E-02  0.24581507E-08  0.00000000E+00  0.51744551E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.10877118E-01  0.26464646E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.15322297E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10550222E+03  0.51977775E-05  0.17889538E+04  0.99998072E+00  0.21084387E+04  0.14080407E-04  0.64086082E+03  0.99999764E+00  0.21075844E+04  0.23620600E-05  0.21089762E+04  0.46774632E+03  0.99884969E+00  0.11258817E-02  0.28615425E-08  0.00000000E+00  0.49931979E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.10667002E-01  0.27272727E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.14359034E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10609603E+03  0.60527716E-05  0.17331007E+04  0.99998216E+00  0.20829733E+04  0.11790709E-04  0.63099085E+03  0.99999767E+00  0.20821477E+04  0.23325590E-05  0.20835550E+04  0.46770156E+03  0.99882148E+00  0.11540513E-02  0.33033832E-08  0.00000000E+00  0.47135463E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
