  0.10000000E+00  0.60000000E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11431453E+03  0.41120438E-04  0.13211923E+04  0.17814045E-03  0.18102161E+04  0.99978074E+00  0.59029176E+03  0.99914282E+00  0.13214849E+04  0.85717815E-03  0.13231792E+04  0.21023380E+03  0.99583650E+00  0.39891945E-02  0.32836787E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.55430400E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.64444444E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11462288E+03  0.47900709E-04  0.13127715E+04  0.20441650E-03  0.17632133E+04  0.99974768E+00  0.58304825E+03  0.99915926E+00  0.13130965E+04  0.84074133E-03  0.13148136E+04  0.21023054E+03  0.99580752E+00  0.40266670E-02  0.35907022E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.54371149E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.68888889E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11486501E+03  0.54849253E-04  0.13055185E+04  0.23347093E-03  0.17214226E+04  0.99971168E+00  0.57652668E+03  0.99917506E+00  0.13058702E+04  0.82494058E-03  0.13076078E+04  0.21023101E+03  0.99578705E+00  0.40547922E-02  0.38845744E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.53312772E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.73333333E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11505627E+03  0.61930771E-04  0.12991316E+04  0.26568236E-03  0.16839419E+04  0.99967239E+00  0.57060862E+03  0.99918996E+00  0.12995058E+04  0.81004292E-03  0.13012620E+04  0.21023402E+03  0.99577279E+00  0.40759425E-02  0.41663062E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.52255209E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.77777778E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11520794E+03  0.69118867E-04  0.12933944E+04  0.30148601E-03  0.16500621E+04  0.99962940E+00  0.56519989E+03  0.99920383E+00  0.12937878E+04  0.79616538E-03  0.12955612E+04  0.21023876E+03  0.99576310E+00  0.40918480E-02  0.44369640E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.51198373E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.82222222E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11532841E+03  0.76394437E-04  0.12881484E+04  0.34138623E-03  0.16192179E+04  0.99958222E+00  0.56022452E+03  0.99921666E+00  0.12885584E+04  0.78333875E-03  0.12903476E+04  0.21024469E+03  0.99575677E+00  0.41037826E-02  0.46976107E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50142167E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.86666667E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11542405E+03  0.83744206E-04  0.12832751E+04  0.38597127E-03  0.15909532E+04  0.99953028E+00  0.55562053E+03  0.99922845E+00  0.12837000E+04  0.77154558E-03  0.12855040E+04  0.21025143E+03  0.99575293E+00  0.41126975E-02  0.49492747E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.49086490E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.91111111E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11549971E+03  0.91159762E-04  0.12786849E+04  0.43593250E-03  0.15648958E+04  0.99947291E+00  0.55133667E+03  0.99923926E+00  0.12791234E+04  0.76074196E-03  0.12809412E+04  0.21025870E+03  0.99575092E+00  0.41193061E-02  0.51929336E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.48031246E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.95555556E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11555914E+03  0.98636854E-04  0.12743088E+04  0.49208770E-03  0.15407389E+04  0.99940928E+00  0.54733026E+03  0.99924913E+00  0.12747598E+04  0.75087151E-03  0.12765907E+04  0.21026633E+03  0.99575027E+00  0.41241423E-02  0.54294989E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.46976289E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.10000000E+02 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11560528E+03  0.10617401E-03  0.12700928E+04  0.55540793E-03  0.15182280E+04  0.99933842E+00  0.54356559E+03  0.99925813E+00  0.12705557E+04  0.74187335E-03  0.12723991E+04  0.21027418E+03  0.99575060E+00  0.41276250E-02  0.56598308E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.45921525E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
