   mDM     x      nu           b             tau           c             q             t             Z             W
   200.    0.96   0.0684132    0             0.0116604     0             0             0             0.0243959     0.0189841
   200.    0.97   0.0925025    0             0.00844169    0             0             0             0.0182029     0.0141649
   200.    0.98   0.116345     0             0.00542896    0             0             0             0.0120735     0.00939519
   200.    0.99   0.139945     0             0.00261625    0             0             0             0.00600624    0.00467387
   200.    1.     0.163308     0             0             0             0             0             0             0
   300.    0.01   0.660124     2.1542        1.36158       0.808273      0.157177      4.15867       1.55101       0.863661
   300.    0.02   0.611985     1.75532       1.30612       0.637162      0.0800377     2.89335       1.12238       0.787479
   300.    0.03   0.568445     1.46883       1.24564       0.540359      0.0469833     2.20545       1.00966       0.667611
   300.    0.04   0.52988      1.24134       1.18901       0.465712      0.02962       1.75333       0.842342      0.583569
   300.    0.05   0.494314     1.05438       1.13737       0.402101      0.0195347     1.44015       0.720858      0.51962
   300.    0.06   0.464072     0.898338      1.09039       0.346316      0.0133166     1.21404       0.628365      0.46871
   300.    0.07   0.438471     0.767274      1.04727       0.297263      0.00931606    1.04675       0.555613      0.426922
   300.    0.08   0.413695     0.65641       1.00767       0.254154      0.00665996    0.919711      0.496844      0.391767
   300.    0.09   0.39256      0.56193       0.97038       0.216331      0.00484616    0.820964      0.44835       0.361566
   300.    0.1    0.372386     0.481746      0.936101      0.183552      0.00358522    0.731749      0.407917      0.335495
   300.    0.11   0.353167     0.413287      0.903541      0.155188      0.00269002    0.654309      0.373791      0.312683
   300.    0.12   0.337169     0.354616      0.8729        0.130711      0.00204219    0.590269      0.344456      0.292412
   300.    0.13   0.321956     0.304794      0.844501      0.109891      0.00156838    0.536956      0.319456      0.274621
   300.    0.14   0.306768     0.261637      0.816723      0.0919477     0.00121314    0.492781      0.297328      0.258383
   300.    0.15   0.293451     0.224743      0.790223      0.0767422     0.000945984   0.455086      0.277943      0.243771
   300.    0.16   0.280491     0.193321      0.765493      0.0639559     0.000743351   0.423008      0.260995      0.230677
   300.    0.17   0.26881      0.166203      0.741607      0.0531119     0.000586402   0.395285      0.245915      0.218735
   300.    0.18   0.257136     0.142839      0.718334      0.0439804     0.000464482   0.371299      0.232198      0.207615
   300.    0.19   0.245868     0.12274       0.696116      0.0363011     0.000368381   0.350007      0.219966      0.197509
   300.    0.2    0.236674     0.10566       0.675072      0.0299634     0.000293857   0.325331      0.209027      0.188278
   300.    0.21   0.227238     0.0909002     0.65494       0.0246424     0.000234202   0.302331      0.199161      0.179829
   300.    0.22   0.217588     0.0781483     0.634611      0.0202181     0.000186886   0.281391      0.189958      0.17198
   300.    0.23   0.20904      0.0671555     0.615297      0.0165384     0.000148943   0.26268       0.181542      0.164541
   300.    0.24   0.200942     0.0577375     0.596686      0.0135089     0.000118733   0.245617      0.173865      0.157624
   300.    0.25   0.19341      0.0496712     0.578845      0.0110249     0             0.23027       0.166873      0.151231
   300.    0.26   0.186234     0.0427102     0.561843      0.00897009    0             0.216078      0.160452      0.1453
   300.    0.27   0.179309     0.0367233     0.544779      0.00729623    0             0.203088      0.154536      0.139628
   300.    0.28   0.172717     0.0315139     0.528059      0.00590782    0             0.191128      0.148925      0.134237
   300.    0.29   0.166376     0.0270414     0.511864      0.00477645    0             0.180048      0.143551      0.129151
   300.    0.3    0.159794     0.0232427     0.496241      0.0038726     0             0.169756      0.138597      0.124417
   300.    0.31   0.154279     0.0199356     0.481231      0.00312559    0             0.160196      0.134001      0.119995
   300.    0.32   0.148975     0.0171111     0.466755      0.00252478    0             0.151516      0.129667      0.115807
   300.    0.33   0.143551     0.0146857     0.452597      0.00204032    0             0.143448      0.125576      0.111837
   300.    0.34   0.138555     0.0125754     0.438479      0.00164578    0             0.135636      0.121646      0.108016
   300.    0.35   0.133763     0.0107568     0.42468       0.00132592    0             0.128314      0.117881      0.10435
   300.    0.36   0.129155     0.00919522    0.411235      0.00106882    0             0.121466      0.114315      0.100871
   300.    0.37   0.124673     0.00786207    0.398163      0.000864501   0             0.115075      0.110947      0.0975814
   300.    0.38   0.12031      0.00670881    0.385486      0.000697734   0             0.109076      0.107711      0.09442
   300.    0.39   0.116455     0.00571654    0.373217      0.00056432    0             0.103454      0.104717      0.0914892
   300.    0.4    0.11275      0.00486758    0.361281      0.00045683    0             0.0981126     0.101822      0.0886571
   300.    0.41   0.10932      0.0041497     0.349651      0.000372836   0             0.0930334     0.0990863     0.085986
   300.    0.42   0.105939     0.00352182    0.338155      0.00030322    0             0.0881747     0.0964277     0.0833948
   300.    0.43   0.102563     0.00297824    0.326834      0.000246486   0             0.0835479     0.0938568     0.0808984
   300.    0.44   0.0993615    0.00252016    0.315788      0.000201548   0             0.079223      0.0913799     0.0784976
   300.    0.45   0.0964128    0.00213393    0.305011      0.000166115   0             0.0751519     0.0890234     0.0762215
   300.    0.46   0.0935417    0.00179895    0.294505      0.000136674   0             0.0712475     0.0867421     0.074022
   300.    0.47   0.0907634    0.00151127    0.284261      0.000112607   0             0.0675104     0.0845665     0.0719338
   300.    0.48   0.0880776    0.00126628    0.274265      0             0             0.0639703     0.0824475     0.0699024
   300.    0.49   0.0856586    0.00106335    0.264505      0             0             0.0606193     0.0804395     0.0679935
   300.    0.5    0.0832885    0.000887674   0.25499       0             0             0.0574304     0.0784722     0.0661231
   300.    0.51   0.0810391    0.000740462   0.245723      0             0             0.0544081     0.0766054     0.064363
   300.    0.52   0.0788432    0.000613906   0.236661      0             0             0.051515      0.0747832     0.0626469
   300.    0.53   0.0767953    0.00050829    0.227776      0             0             0.0487344     0.0730186     0.0609954
   300.    0.54   0.074883     0.000419397   0.219088      0             0             0.046073      0.071308      0.0594042
   300.    0.55   0.073011     0.000343841   0.210614      0             0             0.0435354     0.0696313     0.0578454
   300.    0.56   0.0712793    0.000283042   0.202341      0             0             0.041117      0.0680351     0.05638
   300.    0.57   0.0695783    0.000230703   0.194269      0             0             0.0388093     0.0664672     0.0549406
   300.    0.58   0.0679736    0.000187231   0.186385      0             0             0.0366129     0.0649463     0.0535534
   300.    0.59   0.0664752    0.000151193   0.178688      0             0             0.034516      0.0634749     0.0522221
   300.    0.6    0.065002     0.000120851   0.171184      0             0             0.0325054     0.0620281     0.0509131
   300.    0.61   0.0636966    0             0.163857      0             0             0.0305743     0.0606393     0.0496704
   300.    0.62   0.0624615    0             0.156714      0             0             0.0287246     0.0592847     0.0484631
   300.    0.63   0.0612462    0             0.149752      0             0             0.0269541     0.0579517     0.0472752
   300.    0.64   0.0601366    0             0.142937      0             0             0.0252497     0.0566663     0.0461458
   300.    0.65   0.0590533    0             0.136317      0             0             0.0236275     0.0554036     0.0450381
   300.    0.66   0.0579866    0             0.129888      0             0             0.0220855     0.0541601     0.0439473
   300.    0.67   0.0570826    0             0.12365       0             0             0.020636      0.0529853     0.0429358
   300.    0.68   0.0562029    0             0.117584      0             0             0.0192465     0.0518316     0.041944
   300.    0.69   0.055336     0             0.111686      0             0             0.0179132     0.0506947     0.0409667
   300.    0.7    0.0545938    0             0.105942      0             0             0.0166326     0.0495948     0.0400352
   300.    0.71   0.0538871    0             0.100357      0             0             0.0154049     0.048515      0.0391241
   300.    0.72   0.0531902    0             0.0949269     0             0             0.0142285     0.0474504     0.0382256
   300.    0.73   0.0525363    0             0.0896353     0             0             0.0130988     0.0464069     0.0373522
   300.    0.74   0.0519176    0             0.08449       0             0             0.0120174     0.0453828     0.0365006
   300.    0.75   0.0513073    0             0.0794973     0             0             0.0109852     0.0443724     0.0356605
   300.    0.76   0.0507298    0             0.074649      0             0             0.0100008     0.0433765     0.0348329
   300.    0.77   0.0503079    0             0.0699325     0             0             0.00906258    0.0423998     0.0340248
   300.    0.78   0.0498915    0             0.0653661     0             0             0.00816824    0.0414358     0.0332272
   300.    0.79   0.0494804    0             0.0609448     0             0             0.00731622    0.040484      0.0324397
   300.    0.8    0.0491376    0             0.0566381     0             0             0.00650804    0.0395535     0.0316715
   300.    0.81   0.0488469    0             0.0524706     0             0             0.00573895    0.0386415     0.0309199
   300.    0.82   0.0485598    0             0.0484631     0             0             0.00500475    0.0377408     0.0301775
   300.    0.83   0.0482762    0             0.0446106     0             0             0.00430429    0.0368509     0.0294442
   300.    0.84   0.048099     0             0.0409146     0             0             0.00361131    0.0360258     0.0287655
   300.    0.85   0.0479458    0             0.0373602     0             0             0.00296295    0.035222      0.0281046
   300.    0.86   0.0477945    0             0.0339412     0             0             0.00236469    0.0344276     0.0274514
   300.    0.87   0.0476448    0             0.0306534     0             0             0.00181489    0.0336424     0.0268058
   300.    0.88   0.0475675    0             0.027463      0             0             0.00121554    0.0328755     0.0261776
   300.    0.89   0.0474986    0             0.0244127     0             0             0.000716291   0.0321182     0.0255576
   300.    0.9    0.0474304    0             0.0215021     0             0             0.000327075   0.0313694     0.0249445
   300.    0.91   0.047363     0             0.018727      0             0             0             0.0306289     0.0243382
   300.    0.92   0.0473253    0             0.0160239     0             0             0             0.0299015     0.0237451
   300.    0.93   0.0472952    0             0.0134726     0             0             0             0.0291832     0.0231601
   300.    0.94   0.0472655    0             0.0110874     0             0             0             0.0284726     0.0225813
   300.    0.95   0.0472361    0             0.00886341    0             0             0             0.0277695     0.0220087
   300.    0.96   0.0539027    0             0.00679573    0             0             0             0.0243064     0.0192572
   300.    0.97   0.0671415    0             0.00487979    0             0             0             0.0181341     0.0143671
   300.    0.98   0.0802446    0             0.00311115    0             0             0             0.0120252     0.0095272
   300.    0.99   0.0932146    0             0.00148552    0             0             0             0.00597827    0.00473641
   300.    1.     0.106054     0             0             0             0             0             0             0
   500.    0.01   1.03856      2.49332       1.73718       0.972232      0.221024      4.25817       1.74099       1.04144
   500.    0.02   0.917362     1.9481        1.5934        0.732552      0.10103       2.93294       1.28259       0.822755
   500.    0.03   0.818745     1.56489       1.46998       0.591772      0.0552766     2.22485       1.02124       0.689622
   500.    0.04   0.742066     1.26953       1.36626       0.487483      0.0334936     1.74242       0.845695      0.596065
   500.    0.05   0.676199     1.03503       1.27746       0.403249      0.0217401     1.40322       0.717618      0.52475
   500.    0.06   0.621663     0.846814      1.19857       0.333127      0.0148479     1.15753       0.619792      0.46788
   500.    0.07   0.57544      0.69535       1.12849       0.27451       0.0105218     0.971538      0.542748      0.421215
   500.    0.08   0.534165     0.573684      1.06633       0.225771      0.00767017    0.830512      0.48104       0.382429
   500.    0.09   0.497466     0.473728      1.0083        0.18458       0.00568291    0.717836      0.429576      0.348766
   500.    0.1    0.465461     0.393207      0.956576      0.150694      0.00427214    0.628867      0.387257      0.320239
   500.    0.11   0.434925     0.326405      0.907385      0.122229      0.00323017    0.555272      0.350807      0.294731
   500.    0.12   0.408878     0.272235      0.862691      0.0990142     0.00246121    0.495504      0.320085      0.272633
   500.    0.13   0.385065     0.22748       0.820591      0.0798678     0.00187822    0.44586       0.293547      0.252992
   500.    0.14   0.362456     0.190371      0.78142       0.0641554     0.00143481    0.403175      0.270176      0.235222
   500.    0.15   0.341998     0.159796      0.744812      0.051406      0.00109664    0.36706       0.249886      0.219452
   500.    0.16   0.322689     0.134544      0.710835      0.0411108     0.000839189   0.337402      0.232121      0.205331
   500.    0.17   0.305131     0.113187      0.677833      0.0326748     0.0006391     0.310522      0.215984      0.192212
   500.    0.18   0.288829     0.0955307     0.646873      0.0259461     0.000487244   0.287515      0.201689      0.180382
   500.    0.19   0.272897     0.0807275     0.618379      0.0205184     0.000369935   0.267589      0.188909      0.169634
   500.    0.2    0.258897     0.0684166     0.591377      0.0162197     0.00028115    0.250382      0.177513      0.159891
   500.    0.21   0.245998     0.0579374     0.564909      0.012762      0.000212766   0.231526      0.166946      0.150712
   500.    0.22   0.233672     0.0490892     0.539827      0.0100005     0.000160199   0.213119      0.15736       0.142283
   500.    0.23   0.22213      0.041686      0.516318      0.00783781    0.000120682   0.196766      0.148647      0.134555
   500.    0.24   0.21092      0.0354412     0.493867      0.00613293    0             0.18206       0.14071       0.127687
   500.    0.25   0.200731     0.0301183     0.472765      0.00477549    0             0.168792      0.133461      0.121088
   500.    0.26   0.190817     0.0256066     0.452209      0.00372025    0             0.156684      0.126687      0.114881
   500.    0.27   0.181646     0.0217814     0.432516      0.00289674    0             0.145664      0.120581      0.109067
   500.    0.28   0.173106     0.0185092     0.413729      0.0022466     0             0.135539      0.114861      0.103624
   500.    0.29   0.165012     0.0157256     0.39585       0.00173948    0             0.126295      0.109384      0.0985236
   500.    0.3    0.157139     0.0133738     0.37883       0.00135161    0             0.117892      0.104329      0.0937901
   500.    0.31   0.150014     0.0113749     0.362604      0.0010527     0             0.110212      0.0996394     0.089378
   500.    0.32   0.143195     0.00965193    0.346905      0.000817119   0             0.103011      0.0951994     0.0851934
   500.    0.33   0.136521     0.0081747     0.331788      0.00063311    0             0.0963133     0.0909806     0.0812134
   500.    0.34   0.130631     0.00693326    0.317362      0.00049577    0             0.0902087     0.0870919     0.0775335
   500.    0.35   0.125        0.00587248    0.3035        0.000388936   0             0.0845216     0.0833938     0.0740321
   500.    0.36   0.11956      0.00496569    0.290186      0.000306188   0             0.0792165     0.0799059     0.0707289
   500.    0.37   0.114398     0.0041864     0.277446      0.00024162    0             0.0742767     0.07663       0.0676272
   500.    0.38   0.109431     0.00352068    0.265178      0.000190858   0             0.0696705     0.0734925     0.064657
   500.    0.39   0.10472      0.00296614    0.253258      0.000153549   0             0.0653679     0.070557      0.0618845
   500.    0.4    0.100232     0.00249258    0.241949      0.000123825   0             0.0613759     0.0677338     0.0592193
   500.    0.41   0.0962843    0.00209314    0.231208      0.000100942   0             0.0576708     0.0651311     0.0567671
   500.    0.42   0.0924336    0.00175003    0.220877      0             0             0.054176      0.0626254     0.0544098
   500.    0.43   0.0886772    0.00145827    0.210927      0             0             0.0508842     0.0602531     0.0521853
   500.    0.44   0.085093     0.00121425    0.201304      0             0             0.047806      0.0579678     0.0500474
   500.    0.45   0.081748     0.00101092    0.192007      0             0             0.0449176     0.0557939     0.0480229
   500.    0.46   0.0785524    0.000838835   0.183053      0             0             0.0421802     0.0536934     0.0460711
   500.    0.47   0.0756084    0.000694696   0.174422      0             0             0.03959       0.0517001     0.0442291
   500.    0.48   0.0727468    0.000571686   0.166066      0             0             0.0371557     0.0497589     0.0424371
   500.    0.49   0.0700713    0.000468983   0.157935      0             0             0.0348662     0.0479203     0.0407527
   500.    0.5    0.0674499    0.000382654   0.150261      0             0             0.0327311     0.0461189     0.0391023
   500.    0.51   0.0650375    0.000314975   0.143123      0             0             0.030767      0.0445114     0.0376376
   500.    0.52   0.0626929    0.000257645   0.13626       0             0             0.0289089     0.0429561     0.0362218
   500.    0.53   0.0604876    0.000210546   0.129629      0             0             0.0271435     0.041461      0.034868
   500.    0.54   0.0584104    0.000171366   0.123231      0             0             0.0254704     0.0400217     0.0335717
   500.    0.55   0.0563817    0.000138214   0.117062      0             0             0.023889      0.0386114     0.0323022
   500.    0.56   0.0546025    0.000111471   0.111115      0             0             0.0223987     0.0372798     0.0311157
   500.    0.57   0.0528548    0             0.105373      0             0             0.0209853     0.0359718     0.0299503
   500.    0.58   0.0511804    0             0.0998183     0             0             0.0196461     0.0347056     0.0288287
   500.    0.59   0.0495851    0             0.0944527     0             0             0.0183766     0.0334834     0.0277543
   500.    0.6    0.0480167    0             0.089284      0             0             0.0171725     0.0322817     0.0266979
   500.    0.61   0.0466029    0             0.0842076     0             0             0.0160155     0.0311305     0.0256952
   500.    0.62   0.045256     0             0.0793882     0             0             0.0149304     0.0300085     0.024721
   500.    0.63   0.0439306    0             0.0748623     0             0             0.0139214     0.0289043     0.0237625
   500.    0.64   0.0427554    0             0.0707219     0             0             0.0130049     0.0279606     0.0229483
   500.    0.65   0.0416121    0             0.0667531     0             0             0.0121398     0.0270465     0.0221603
   500.    0.66   0.0404863    0             0.0629332     0             0             0.011321      0.0261464     0.0213843
   500.    0.67   0.0394888    0             0.0592537     0             0             0.0105524     0.0252927     0.0206586
   500.    0.68   0.0385143    0             0.0557142     0             0             0.00982123    0.0244541     0.0199466
   500.    0.69   0.0375541    0             0.0523097     0             0             0.00912536    0.0236277     0.0192449
   500.    0.7    0.0366912    0             0.0490287     0             0             0.00846135    0.0228327     0.0185776
   500.    0.71   0.0358592    0             0.0458775     0             0             0.00783147    0.0220533     0.0179251
   500.    0.72   0.0350388    0             0.0428532     0             0             0.00723506    0.0212848     0.0172818
   500.    0.73   0.0342858    0             0.0399462     0             0             0.00667137    0.0205327     0.0166565
   500.    0.74   0.0335876    0             0.0371581     0             0             0.00613858    0.0197954     0.016047
   500.    0.75   0.0328988    0             0.0344902     0             0             0.00563502    0.0190681     0.0154457
   500.    0.76   0.0322315    0             0.0319263     0             0             0.00515848    0.0183537     0.0148555
   500.    0.77   0.0316471    0             0.0294314     0             0             0.00470499    0.0176687     0.0142919
   500.    0.78   0.0310703    0             0.0270932     0             0             0.00428233    0.0169924     0.0137356
   500.    0.79   0.0305008    0             0.024906      0             0             0.00388942    0.0163248     0.0131863
   500.    0.8    0.0299957    0             0.0229097     0             0             0.00353303    0.0157434     0.012708
   500.    0.81   0.0295403    0             0.0210482     0             0             0.00320331    0.0152281     0.0122842
   500.    0.82   0.0290905    0             0.0192727     0             0             0.00289165    0.0147193     0.0118656
   500.    0.83   0.0286461    0             0.0175803     0             0             0.00259745    0.0142165     0.0114521
   500.    0.84   0.0282741    0             0.0159637     0             0             0.00232097    0.0137344     0.0110568
   500.    0.85   0.0279209    0             0.0144272     0             0             0.00206038    0.0132611     0.0106689
   500.    0.86   0.0275718    0             0.0129697     0             0             0.00181491    0.0127933     0.0102856
   500.    0.87   0.0272267    0             0.0115884     0             0             0.00158408    0.0123309     0.00990677
   500.    0.88   0.0269281    0             0.0102749     0             0             0.00136788    0.0118856     0.00954327
   500.    0.89   0.0266374    0             0.0090364     0             0             0.00116514    0.0114467     0.00918505
   500.    0.9    0.0263499    0             0.00787153    0             0             0.000975362   0.0110126     0.00883083
   500.    0.91   0.0260656    0             0.00677796    0             0             0.000798146   0.0105834     0.00848052
   500.    0.92   0.0258051    0             0.00573885    0             0             0.000610767   0.0101677     0.00814253
   500.    0.93   0.0255525    0             0.00477273    0             0             0.000444324   0.00975875    0.00781031
   500.    0.94   0.0253026    0             0.00388203    0             0             0.000305242   0.00935417    0.00748165
   500.    0.95   0.0250554    0             0.00306447    0             0             0.000192672   0.00895386    0.00715647
   500.    0.96   0.0268365    0             0.00231784    0             0             0.000105799   0.00776104    0.00620079
   500.    0.97   0.0306085    0             0.00164005    0             0             0             0.00579033    0.00462627
   500.    0.98   0.0343419    0             0.00102904    0             0             0             0.00383984    0.00306789
   500.    0.99   0.0380373    0             0.000482868   0             0             0             0.00190915    0.00152534
   500.    1.     0.0416956    0             0             0             0             0             0             0
   700.    0.01   1.38566      2.7564        2.08929       1.10447       0.266959      4.32446       1.79528       1.09939
   700.    0.02   1.16505      2.06461       1.84622       0.797772      0.116564      2.93187       1.31187       0.856828
   700.    0.03   1.00843      1.59575       1.65977       0.626132      0.0611435     2.15599       1.03466       0.709155
   700.    0.04   0.89084      1.24798       1.50907       0.499974      0.0351308     1.66618       0.847745      0.605117
   700.    0.05   0.795409     0.982947      1.38356       0.399133      0.0214778     1.32953       0.711988      0.526276
   700.    0.06   0.717488     0.778057      1.27461       0.31684       0.0137974     1.08665       0.608932      0.463909
   700.    0.07   0.651837     0.61804       1.18029       0.249659      0.00922449    0.903723      0.527901      0.412865
   700.    0.08   0.595119     0.491531      1.09509       0.194912      0.00636366    0.762927      0.462295      0.369933
   700.    0.09   0.544767     0.392748      1.02003       0.151434      0.00451861    0.653816      0.40909       0.333896
   700.    0.1    0.501532     0.313642      0.950986      0.116529      0.00326279    0.565385      0.364134      0.302417
   700.    0.11   0.462797     0.251455      0.888991      0.089268      0.0023953     0.495092      0.326796      0.275493
   700.    0.12   0.427576     0.201867      0.832241      0.0679413     0.00177642    0.435637      0.29469       0.251665
   700.    0.13   0.396801     0.162311      0.779402      0.051376      0.00132504    0.387052      0.267159      0.2307
   700.    0.14   0.368729     0.131119      0.732046      0.0387613     0.000995789   0.347115      0.243448      0.212237
   700.    0.15   0.343388     0.106021      0.687215      0.0290496     0.000748725   0.31259       0.222543      0.195595
   700.    0.16   0.319841     0.0859229     0.645791      0.0216515     0.000562925   0.283047      0.20413       0.180646
   700.    0.17   0.298615     0.0700356     0.607735      0.0161363     0.000424818   0.258519      0.188022      0.167324
   700.    0.18   0.278998     0.0572449     0.572095      0.0119611     0.000319762   0.236545      0.173686      0.155291
   700.    0.19   0.260839     0.0468943     0.538756      0.00882374    0.000239918   0.217166      0.160707      0.144227
   700.    0.2    0.24379      0.0386386     0.507497      0.0065216     0.000180347   0.199964      0.149142      0.134245
   700.    0.21   0.228955     0.0319428     0.478614      0.00480206    0.000135015   0.183965      0.138743      0.125498
   700.    0.22   0.214936     0.026502      0.451403      0.00352567    0.000100647   0.167835      0.129341      0.117139
   700.    0.23   0.202033     0.0221123     0.425983      0.00260205    0             0.153274      0.12084       0.109506
   700.    0.24   0.189565     0.0185083     0.401883      0.00192126    0             0.140174      0.113312      0.102419
   700.    0.25   0.178437     0.0155348     0.37948       0.00141924    0             0.128453      0.106171      0.0959447
   700.    0.26   0.167683     0.0130663     0.358397      0.00104915    0             0.117926      0.0996188     0.0899678
   700.    0.27   0.157778     0.0110413     0.338388      0.000785473   0             0.108416      0.0935682     0.0844191
   700.    0.28   0.14864      0.00934958    0.319527      0.000592152   0             0.0997944     0.087976      0.0792693
   700.    0.29   0.140121     0.00792631    0.301859      0.000448481   0             0.0919768     0.0828036     0.0744901
   700.    0.3    0.132137     0.00672905    0.285321      0.000342506   0             0.0848909     0.0780741     0.070106
   700.    0.31   0.124772     0.00572036    0.269718      0.000265179   0             0.0784968     0.0737101     0.0660487
   700.    0.32   0.11781      0.00486637    0.254856      0.000207736   0             0.0725897     0.069607      0.0622296
   700.    0.33   0.111193     0.00413923    0.240699      0.000164549   0             0.0671246     0.0657453     0.058633
   700.    0.34   0.105217     0.00351767    0.227199      0.000131857   0             0.0620708     0.0621717     0.0553025
   700.    0.35   0.0995335    0.00298369    0.214399      0.000106222   0             0.0574449     0.0587908     0.0521522
   700.    0.36   0.0941413    0.00252845    0.20237       0             0             0.0532263     0.0556422     0.0492206
   700.    0.37   0.0892166    0.00214941    0.191371      0             0             0.0494362     0.0527856     0.0465611
   700.    0.38   0.0845636    0.00182469    0.180958      0             0             0.0459332     0.0500955     0.0440567
   700.    0.39   0.0801342    0.00154792    0.170962      0             0             0.0426665     0.0475868     0.0417293
   700.    0.4    0.0759038    0.0013085     0.161432      0             0             0.0396159     0.0451669     0.0394863
   700.    0.41   0.0721368    0.00110349    0.152339      0             0             0.0367679     0.0429052     0.0373976
   700.    0.42   0.0685274    0.000927119   0.143613      0             0             0.0341182     0.0407291     0.0353915
   700.    0.43   0.065148     0.000776776   0.13527       0             0             0.0316552     0.0386717     0.0335025
   700.    0.44   0.0619143    0.000650179   0.127322      0             0             0.02936       0.0367124     0.0317072
   700.    0.45   0.058879     0.000544125   0.119823      0             0             0.0272359     0.0348909     0.0300453
   700.    0.46   0.0559979    0.000454853   0.112978      0             0             0.0253183     0.0331753     0.0284816
   700.    0.47   0.0533893    0.00038038    0.106682      0             0             0.0235788     0.0316553     0.0271002
   700.    0.48   0.0508559    0.000316326   0.100648      0             0             0.0219457     0.0301767     0.0257579
   700.    0.49   0.0485004    0.000262343   0.0948609     0             0             0.0204135     0.0287873     0.0245052
   700.    0.5    0.0461926    0.000216121   0.0893187     0             0             0.018974      0.0274259     0.0232778
   700.    0.51   0.0441586    0.000178221   0.0840078     0             0             0.017626      0.0261459     0.0221343
   700.    0.52   0.0421945    0.000145913   0.0789202     0             0             0.0163563     0.0248981     0.021021
   700.    0.53   0.0403174    0.000119274   0.0740103     0             0             0.015153      0.0237026     0.0199598
   700.    0.54   0.038521     0             0.0693241     0             0             0.0140238     0.0225558     0.018947
   700.    0.55   0.0367711    0             0.0648923     0             0             0.0129744     0.0214343     0.0179569
   700.    0.56   0.0353312    0             0.0606403     0             0             0.0119919     0.0204217     0.0170712
   700.    0.57   0.0339167    0             0.0567241     0             0             0.0110961     0.019427      0.0162011
   700.    0.58   0.0325527    0             0.0532085     0             0             0.0103019     0.0185286     0.0154167
   700.    0.59   0.0312424    0             0.0499769     0             0             0.00958148    0.0177389     0.0147291
   700.    0.6    0.0299541    0             0.0468813     0             0             0.00889979    0.0169625     0.0140532
   700.    0.61   0.0287969    0             0.0439117     0             0             0.00825429    0.0162256     0.0134173
   700.    0.62   0.027696     0             0.04107       0             0             0.00764484    0.0155097     0.0128015
   700.    0.63   0.0266128    0             0.0383527     0             0             0.00707028    0.0148053     0.0121957
   700.    0.64   0.0256765    0             0.0357511     0             0             0.00653033    0.0141399     0.0116292
   700.    0.65   0.0247683    0             0.0332673     0             0             0.00602125    0.0134877     0.0110745
   700.    0.66   0.023874     0             0.0308971     0             0             0.00554156    0.0128455     0.0105284
   700.    0.67   0.0230854    0             0.0286052     0             0             0.00508589    0.0122367     0.0100165
   700.    0.68   0.0223152    0             0.0264455     0             0             0.00466099    0.0116388     0.00951416
   700.    0.69   0.0215563    0             0.0244159     0             0             0.00426603    0.0110495     0.00901915
   700.    0.7    0.0208683    0             0.0224788     0             0             0.00389546    0.0105154     0.00857419
   700.    0.71   0.0202035    0             0.0206846     0             0             0.00355558    0.0099993     0.00814511
   700.    0.72   0.019548     0             0.0190374     0             0             0.00324649    0.0094904     0.00772202
   700.    0.73   0.0189517    0             0.0175849     0             0             0.00297846    0.00905432    0.00736064
   700.    0.74   0.0184032    0             0.0162573     0             0             0.00273651    0.00867628    0.00704841
   700.    0.75   0.0178621    0             0.0149942     0             0             0.00250765    0.00830331    0.00674038
   700.    0.76   0.0173376    0             0.0137927     0             0             0.00229121    0.00793794    0.00643881
   700.    0.77   0.0168762    0             0.0126491     0             0             0.00208625    0.00759325    0.0061555
   700.    0.78   0.0164207    0             0.0115656     0             0             0.00189377    0.007253      0.00587585
   700.    0.79   0.0159711    0             0.0105402     0             0             0.00171335    0.00691709    0.00559976
   700.    0.8    0.0155687    0             0.00956892    0             0             0.0015449     0.00659493    0.00533547
   700.    0.81   0.0152028    0             0.00865194    0             0             0.00138763    0.006284      0.00508078
   700.    0.82   0.0148414    0             0.00778935    0             0             0.00124081    0.00597688    0.00482921
   700.    0.83   0.0144844    0             0.00697932    0             0             0.00110409    0.00567348    0.00458069
   700.    0.84   0.0141762    0             0.00621335    0             0             0.000977378   0.00538308    0.00434365
   700.    0.85   0.013881     0             0.00549998    0             0             0.000859959   0.00509811    0.00411123
   700.    0.86   0.0135892    0             0.00483932    0             0             0.000751449   0.00481648    0.00388152
   700.    0.87   0.0133009    0             0.00422965    0             0             0.000651557   0.0045381     0.00365447
   700.    0.88   0.0130429    0             0.00367172    0             0             0.000560704   0.0042956     0.00345724
   700.    0.89   0.0127907    0             0.00316015    0             0             0.000477519   0.0040593     0.00326513
   700.    0.9    0.0125414    0             0.00269314    0             0             0.000401662   0.00382565    0.00307516
   700.    0.91   0.0122947    0             0.00226927    0             0             0.0003329     0.00359457    0.00288729
   700.    0.92   0.012072     0             0.00190167    0             0             0.000270951   0.00342435    0.0027489
   700.    0.93   0.0118569    0             0.00156863    0             0             0.000215684   0.00327056    0.00262388
   700.    0.94   0.0116441    0             0.0012645     0             0             0.000166911   0.00311842    0.00250019
   700.    0.95   0.0114336    0             0.000988398   0             0             0.000124432   0.00296789    0.00237782
   700.    0.96   0.0118947    0             0.000739487   0             0             0             0.00256469    0.002054
   700.    0.97   0.0130149    0             0.000516948   0             0             0             0.00191346    0.00153245
   700.    0.98   0.0141236    0             0.000319999   0             0             0             0.00126892    0.00101625
   700.    0.99   0.0152211    0             0.000147884   0             0             0             0.000630923   0.000505292
   700.    1.     0.0163076    0             0             0             0             0             0             0
