   mDM     x      b             tau           c             q             t             Z            W
   500.    0.33   0.083071      0.273397      0.0322688     0             0.204354      0.157724     0.126534
   500.    0.34   0.0755542     0.267459      0.0286519     0             0.196904      0.155821     0.125176
   500.    0.35   0.0687225     0.261545      0.0254174     0             0.189977      0.154059     0.123904
   500.    0.36   0.0624399     0.25565       0.0224903     0             0.18333       0.152466     0.122734
   500.    0.37   0.0566338     0.249777      0.0198293     0             0.17703       0.151022     0.121653
   500.    0.38   0.0513358     0.243912      0.0174498     0             0.171072      0.149663     0.120625
   500.    0.39   0.0465292     0.238054      0.0153416     0             0.165439      0.148497     0.119712
   500.    0.4    0.042174      0.232206      0.0134822     0             0.160108      0.147389     0.118839
   500.    0.41   0.0381691     0.226369      0.011811      0             0.154988      0.146412     0.118048
   500.    0.42   0.0344852     0.220542      0.01031       0             0.150034      0.145492     0.117296
   500.    0.43   0.031102      0.214727      0.00896809    0             0.145238      0.144667     0.116603
   500.    0.44   0.0280144     0.208925      0.00778027    0             0.140622      0.143899     0.11595
   500.    0.45   0.0252379     0.203135      0.0067494     0             0.136259      0.143219     0.115356
   500.    0.46   0.0227306     0.19736       0.00585518    0             0.132042      0.142578     0.114792
   500.    0.47   0.0204249     0.191607      0.00505613    0             0.127875      0.142011     0.114279
   500.    0.48   0.0183075     0.185875      0.00434527    0             0.123903      0.141465     0.113783
   500.    0.49   0.0163645     0.180164      0.00371712    0             0.120134      0.140992     0.113335
   500.    0.5    0.0146083     0.174482      0.00316949    0             0.116438      0.140529     0.112896
   500.    0.51   0.0130287     0.168829      0.00269785    0             0.112812      0.140138     0.112514
   500.    0.52   0.011616      0.163206      0.00229801    0             0.109252      0.139763     0.112145
   500.    0.53   0.0103459     0.157617      0.00195759    0             0.105743      0.139425     0.111804
   500.    0.54   0.0091804     0.152073      0.0016548     0             0.10231       0.139119     0.111486
   500.    0.55   0.00811807    0.146571      0.00138938    0             0.0989734     0.13882      0.111177
   500.    0.56   0.00714994    0.141096      0.00116057    0             0.0957408     0.138568     0.110905
   500.    0.57   0.00628127    0.135685      0.00096343    0             0.0925757     0.13832      0.110639
   500.    0.58   0.00550719    0.130335      0.000796372   0             0.0894757     0.138097     0.110395
   500.    0.59   0.00482311    0.125046      0.000657917   0             0.0864383     0.137903     0.110177
   500.    0.6    0.00422473    0.119815      0.000546675   0             0.0834612     0.137711     0.109963
   500.    0.61   0.00368955    0.11464       0.000453175   0             0.0805476     0.137545     0.109774
   500.    0.62   0.0032028     0.109537      0.000370646   0             0.0776791     0.137389     0.109596
   500.    0.63   0.00276501    0.104507      0.000299686   0             0.0748505     0.137235     0.109421
   500.    0.64   0.00237421    0.0995174     0.00024152    0             0.0720393     0.137108     0.109267
   500.    0.65   0.00202792    0.0946253     0.00019228    0             0.0692858     0.136985     0.109118
   500.    0.66   0.00172417    0.0898325     0.000151305   0             0.0665911     0.136864     0.108971
   500.    0.67   0.00146112    0.0851358     0.000118234   0             0.0639533     0.136764     0.108849
   500.    0.68   0.00123703    0.0805319     0             0             0.0613704     0.136666     0.108731
   500.    0.69   0.00105026    0.0760177     0             0             0.0588407     0.136569     0.108615
   500.    0.7    0.000886149   0.0715852     0             0             0.0563036     0.136488     0.108515
   500.    0.71   0.000739099   0.0672603     0             0             0.0537986     0.136412     0.108419
   500.    0.72   0.000609827   0.063043      0             0             0.0513369     0.136336     0.108324
   500.    0.73   0.000499495   0.058892      0             0             0.0489166     0.136269     0.108237
   500.    0.74   0.000405179   0.0548494     0             0             0.0465372     0.136209     0.108157
   500.    0.75   0.000324294   0.0509509     0             0             0.0441984     0.136149     0.108079
   500.    0.76   0.000257629   0.0471894     0             0             0.0419028     0.136092     0.108002
   500.    0.77   0.000208106   0.0435543     0             0             0.0396599     0.136047     0.107935
   500.    0.78   0.00016518    0.0400581     0             0             0.0374377     0.136002     0.107869
   500.    0.79   0.000128605   0.0366961     0             0             0.0352355     0.135958     0.107803
   500.    0.8    0             0.0334638     0             0             0.0330532     0.13592      0.107744
   500.    0.81   0             0.030357      0             0             0.0308902     0.135887     0.10769
   500.    0.82   0             0.0273715     0             0             0.0287462     0.135854     0.107637
   500.    0.83   0             0.0245033     0             0             0.0266208     0.135821     0.107584
   500.    0.84   0             0.0217148     0             0             0.0245313     0.135796     0.107538
   500.    0.85   0             0.0191047     0             0             0.0224715     0.135773     0.107494
   500.    0.86   0             0.0166816     0             0             0.0204376     0.13575      0.10745
   500.    0.87   0             0.0144392     0             0             0.0184291     0.135727     0.107407
   500.    0.88   0             0.0123717     0             0             0.0164453     0.135711     0.107373
   500.    0.89   0             0.0104735     0             0             0.0144857     0.135695     0.10734
   500.    0.9    0             0.00873924    0             0             0.0125497     0.13568      0.107308
   500.    0.91   0             0.00716364    0             0             0.0106368     0.135665     0.107276
   500.    0.92   0             0.00571741    0             0             0.00831335    0.135656     0.107248
   500.    0.93   0             0.00443888    0             0             0.00618859    0.135648     0.107223
   500.    0.94   0             0.00333152    0             0             0.00439348    0.13564      0.107197
   500.    0.95   0             0.00239004    0             0             0.0029178     0.135631     0.107172
   500.    0.96   0             0.00160938    0             0             0.00175175    0.120221     0.0949866
   500.    0.97   0             0.000984635   0             0             0.000885863   0.0896923    0.0708659
   500.    0.98   0             0.000511103   0             0             0.00031105    0.0594768    0.0469926
   500.    0.99   0             0.00018425    0             0             0             0.0295681    0.0233617
   500.    1.     0             0             0             0             0             0            0
   700.    0.01   2.48576       0.507175      1.18273       0.355405      4.62985       1.71153      0.793426
   700.    0.02   0.805195      1.73244       0.0832419     0.0399927     2.39057       0.852589     0.7662
   700.    0.03   1.05058       1.26194       0.297934      0.0494082     2.088         0.814819     0.613352
   700.    0.04   1.1331        0.930445      0.402         0.0439917     1.78061       0.744293     0.502871
   700.    0.05   1.10413       0.740731      0.428428      0.035208      1.50397       0.663154     0.427493
   700.    0.06   1.03368       0.627168      0.422013      0.0275716     1.27869       0.588947     0.373591
   700.    0.07   0.95115       0.5547        0.402064      0.0216091     1.09754       0.525347     0.333131
   700.    0.08   0.868265      0.505695      0.376784      0.0170438     0.954536      0.471929     0.301601
   700.    0.09   0.789684      0.470856      0.349881      0.0135439     0.840528      0.427191     0.276353
   700.    0.1    0.716966      0.444977      0.32307       0.0108248     0.748265      0.389515     0.255622
   700.    0.11   0.650425      0.425021      0.297145      0.00868976    0.673862      0.357726     0.238377
   700.    0.12   0.590105      0.409071      0.272589      0.00700735    0.610644      0.330747     0.223835
   700.    0.13   0.535374      0.395938      0.24948       0.00566032    0.559623      0.307689     0.211424
   700.    0.14   0.485889      0.384813      0.227913      0.0045832     0.517382      0.287855     0.200728
   700.    0.15   0.441131      0.375142      0.207881      0.00371449    0.481552      0.270714     0.191443
   700.    0.16   0.40052       0.366545      0.189271      0.00300804    0.450894      0.255795     0.183314
   700.    0.17   0.363966      0.358756      0.17216       0.00244214    0.426507      0.242867     0.176216
   700.    0.18   0.330706      0.351572      0.156316      0.00197883    0.404142      0.231465     0.169911
   700.    0.19   0.300527      0.344837      0.141731      0.00160159    0.385048      0.22142      0.164302
   700.    0.2    0.273309      0.338448      0.128387      0.00129859    0.368207      0.212638     0.159349
   700.    0.21   0.248488      0.332322      0.116098      0.00104985    0.351591      0.204848     0.154908
   700.    0.22   0.22588       0.326392      0.104811      0.000846512   0.33236       0.197902     0.150906
   700.    0.23   0.205475      0.320605      0.094553      0.000683756   0.314565      0.19176      0.147325
   700.    0.24   0.186894      0.314925      0.0851711     0.000551583   0.298366      0.186274     0.144087
   700.    0.25   0.169926      0.30933       0.0765793     0.000443391   0.283615      0.181382     0.141162
   700.    0.26   0.154394      0.303794      0.0687116     0.000354952   0.270219      0.176988     0.138501
   700.    0.27   0.140412      0.298288      0.0616347     0.000285147   0.25799       0.173076     0.136093
   700.    0.28   0.127666      0.292802      0.0552023     0.000228672   0.246735      0.169554     0.133891
   700.    0.29   0.115999      0.28733       0.0493419     0.000182495   0.236289      0.166348     0.131862
   700.    0.3    0.105313      0.281869      0.0440065     0.000145045   0.226544      0.163468     0.130009
   700.    0.31   0.0955908     0.276405      0.0391899     0.000115045   0.217635      0.160894     0.128324
   700.    0.32   0.0867832     0.270933      0.034869      0             0.209401      0.158546     0.126764
   700.    0.33   0.0787589     0.265444      0.0309789     0             0.20152       0.156421     0.125325
   700.    0.34   0.0714085     0.259949      0.0274591     0             0.194129      0.154532     0.124019
   700.    0.35   0.0646637     0.254452      0.024272      0             0.18723       0.152775     0.122789
   700.    0.36   0.0584983     0.248938      0.0214034     0             0.180789      0.151181     0.12165
   700.    0.37   0.0529466     0.243404      0.0188722     0             0.174691      0.149759     0.120611
   700.    0.38   0.0478911     0.237857      0.0166109     0             0.168884      0.148432     0.119631
   700.    0.39   0.0432758     0.232301      0.0145879     0             0.163341      0.147278     0.118747
   700.    0.4    0.0390666     0.226741      0.0127845     0             0.158029      0.146179     0.117901
   700.    0.41   0.0352084     0.221175      0.0111673     0             0.15291       0.145205     0.117131
   700.    0.42   0.0316856     0.215606      0.00972489    0             0.148072      0.144289     0.116399
   700.    0.43   0.0284767     0.210037      0.00844596    0             0.143497      0.14347      0.115726
   700.    0.44   0.0255686     0.20447       0.00732134    0             0.139133      0.14271      0.115093
   700.    0.45   0.0229592     0.198907      0.00634456    0             0.134874      0.142042     0.11452
   700.    0.46   0.0206097     0.193349      0.00549771    0             0.130734      0.141411     0.113973
   700.    0.47   0.0184474     0.1878        0.00473825    0             0.126684      0.140847     0.11347
   700.    0.48   0.0164734     0.182267      0.00406575    0             0.12277       0.140306     0.112983
   700.    0.49   0.0146764     0.17675       0.00347582    0             0.118988      0.139839     0.112547
   700.    0.5    0.0130512     0.171257      0.00295954    0             0.115327      0.139382     0.11212
   700.    0.51   0.0115885     0.165789      0.0025128     0             0.111783      0.138992     0.111744
   700.    0.52   0.0102793     0.160347      0.00213174    0             0.108349      0.138617     0.11138
   700.    0.53   0.00911386    0.154932      0.00181043    0             0.104982      0.13828      0.111046
   700.    0.54   0.00805942    0.149556      0.00152961    0             0.101679      0.137978     0.110739
   700.    0.55   0.0071044     0.144222      0.00128455    0             0.09847       0.137683     0.110439
   700.    0.56   0.00624926    0.138923      0.0010771     0             0.0953688     0.137434     0.110177
   700.    0.57   0.00547467    0.133674      0.000895696   0             0.0923284     0.137189     0.109919
   700.    0.58   0.0047767     0.128473      0.000739045   0             0.0893465     0.136968     0.10968
   700.    0.59   0.00415165    0.123321      0.000605935   0             0.0864211     0.136772     0.109461
   700.    0.6    0.00359606    0.118215      0.000495227   0             0.0835502     0.136579     0.109245
   700.    0.61   0.00312171    0.11318       0.000408024   0             0.0806924     0.136413     0.109058
   700.    0.62   0.00270163    0.108223      0.00033397    0             0.0778784     0.136258     0.108882
   700.    0.63   0.0023264     0.103336      0.0002706     0             0.0751208     0.136105     0.108709
   700.    0.64   0.00200024    0.0985035     0.000220069   0             0.072423      0.135979     0.10856
   700.    0.65   0.00170925    0.0937521     0.000176829   0             0.0697728     0.135857     0.108416
   700.    0.66   0.00145095    0.0890821     0.000140157   0             0.0671681     0.135737     0.108274
   700.    0.67   0.00122395    0.084491      0.000109767   0             0.0646073     0.135638     0.108153
   700.    0.68   0.0010269     0.0799763     0             0             0.0620891     0.135541     0.108035
   700.    0.69   0.00085855    0.0755356     0             0             0.0596122     0.135446     0.107919
   700.    0.7    0.000714961   0.0711691     0             0             0.0571714     0.135365     0.10782
   700.    0.71   0.000589547   0.0669202     0             0             0.0547722     0.135288     0.107726
   700.    0.72   0.000481415   0.062789      0             0             0.0524145     0.135212     0.107633
   700.    0.73   0.000394567   0.0587618     0             0             0.050115      0.135146     0.107549
   700.    0.74   0.000322687   0.0548463     0             0             0.0478508     0.135087     0.107471
   700.    0.75   0.000260273   0.051049      0             0             0.0456021     0.135029     0.107394
   700.    0.76   0.000207639   0.0473602     0             0             0.0433631     0.134973     0.107319
   700.    0.77   0.000166211   0.0437607     0             0             0.0411194     0.134927     0.107253
   700.    0.78   0.000130432   0.0402919     0             0             0.038913      0.134881     0.107187
   700.    0.79   0.000100091   0.0369494     0             0             0.0367429     0.134836     0.107123
   700.    0.8    0             0.033729      0             0             0.034608      0.134798     0.107064
   700.    0.81   0             0.0306266     0             0             0.0325075     0.134764     0.10701
   700.    0.82   0             0.0276385     0             0             0.0304404     0.134731     0.106956
   700.    0.83   0             0.0247609     0             0             0.0284057     0.134698     0.106903
   700.    0.84   0             0.0220365     0             0             0.0264248     0.134674     0.106858
   700.    0.85   0             0.019486      0             0             0.0244647     0.134651     0.106815
   700.    0.86   0             0.0171002     0             0             0.022519      0.134628     0.106773
   700.    0.87   0             0.0148735     0             0             0.0205876     0.134606     0.106731
   700.    0.88   0             0.0128009     0             0             0.0186702     0.13459      0.106696
   700.    0.89   0             0.0108774     0             0             0.0167665     0.134575     0.106662
   700.    0.9    0             0.00909826    0             0             0.0148763     0.134561     0.106629
   700.    0.91   0             0.00745901    0             0             0.0129994     0.134546     0.106596
   700.    0.92   0             0.00595452    0             0             0.0109513     0.134535     0.106569
   700.    0.93   0             0.00462721    0             0             0.00901683    0.134524     0.106544
   700.    0.94   0             0.00347689    0             0             0.00725388    0.134514     0.106519
   700.    0.95   0             0.00249808    0             0             0.00565723    0.134504     0.106495
   700.    0.96   0             0.00168553    0             0             0.00422185    0.119221     0.0943866
   700.    0.97   0             0.0010342     0             0             0.00294292    0.0889464    0.0704187
   700.    0.98   0             0.000539205   0             0             0.00181578    0.0589828    0.0466966
   700.    0.99   0             0.000195869   0             0             0.000835938   0.0293234    0.0232153
   700.    1.     0             0             0             0             0             0            0
   900.    0.01   1.58114       1.32194       0.550039      0.205532      3.74591       1.31313      0.876135
   900.    0.02   1.06572       1.4894        0.255289      0.0716978     2.52866       0.93         0.732184
   900.    0.03   1.29117       0.984136      0.458528      0.07217       2.17794       0.874235     0.572942
   900.    0.04   1.27938       0.732993      0.502382      0.0560288     1.81222       0.773326     0.473076
   900.    0.05   1.19263       0.602051      0.492581      0.0418289     1.51108       0.677003     0.406141
   900.    0.06   1.08881       0.526668      0.465508      0.0313773     1.27624       0.595468     0.35794
   900.    0.07   0.986277      0.479403      0.433145      0.0238467     1.09186       0.528248     0.32135
   900.    0.08   0.890933      0.447637      0.399899      0.0183671     0.94887       0.472897     0.292477
   900.    0.09   0.804129      0.425006      0.367436      0.0143015     0.834877      0.427139     0.269119
   900.    0.1    0.725996      0.40805       0.336526      0.0112431     0.742526      0.388974     0.249804
   900.    0.11   0.655607      0.394771      0.307348      0.00888595    0.66845       0.356895     0.233599
   900.    0.12   0.592644      0.383942      0.280137      0.00706956    0.605732      0.329812     0.219869
   900.    0.13   0.535963      0.374796      0.254755      0.00563896    0.555         0.306724     0.208091
   900.    0.14   0.484909      0.366829      0.231178      0.00450523    0.51254       0.286831     0.19786
   900.    0.15   0.43919       0.35969       0.20948       0.0036125     0.477732      0.269758     0.188995
   900.    0.16   0.397796      0.353154      0.189382      0.00289295    0.44669       0.254876     0.181195
   900.    0.17   0.360422      0.347045      0.170885      0.00231587    0.421575      0.241936     0.174333
   900.    0.18   0.326853      0.341236      0.15399       0.00185928    0.400165      0.230621     0.168268
   900.    0.19   0.296399      0.335646      0.138473      0.00148904    0.381631      0.220635     0.162857
   900.    0.2    0.268707      0.330217      0.124225      0.00118891    0.365496      0.211812     0.158021
   900.    0.21   0.243749      0.324883      0.111296      0.000950233   0.349723      0.204065     0.153712
   900.    0.22   0.22119       0.319621      0.0995656     0.000759633   0.330514      0.19721      0.149855
   900.    0.23   0.200644      0.314398      0.0888742     0.00060515    0.312729      0.191079     0.14636
   900.    0.24   0.181939      0.309207      0.0791489     0.000480514   0.296583      0.185586     0.143188
   900.    0.25   0.164927      0.304016      0.0703313     0.000380344   0.28201       0.1807       0.140321
   900.    0.26   0.149619      0.29882       0.0624583     0.000302142   0.268652      0.176376     0.137743
   900.    0.27   0.135681      0.293605      0.0553483     0.000239333   0.256377      0.172481     0.13539
   900.    0.28   0.122967      0.288376      0.0489308     0.000188818   0.245201      0.168956     0.13323
   900.    0.29   0.111364      0.283127      0.0431481     0.000148122   0.234837      0.165757     0.131238
   900.    0.3    0.100772      0.277857      0.0379458     0.000115674   0.225078      0.162881     0.129417
   900.    0.31   0.0912091     0.272553      0.0333347     0             0.216216      0.160334     0.127769
   900.    0.32   0.0825825     0.267219      0.0292632     0             0.208106      0.158008     0.126242
   900.    0.33   0.0746921     0.261861      0.0256146     0             0.200348      0.155889     0.124826
   900.    0.34   0.067493      0.256479      0.0223598     0             0.193092      0.154005     0.12354
   900.    0.35   0.0609201     0.251081      0.0194615     0             0.186264      0.152255     0.12233
   900.    0.36   0.0549263     0.24566       0.0168871     0             0.179783      0.15067      0.121212
   900.    0.37   0.0495079     0.240216      0.0146331     0             0.173705      0.149254     0.120187
   900.    0.38   0.0445972     0.234753      0.012653      0             0.167939      0.14793      0.119216
   900.    0.39   0.0401508     0.229277      0.0109204     0             0.162446      0.14678      0.118347
   900.    0.4    0.0361306     0.223791      0.00941453    0             0.157212      0.145686     0.117515
   900.    0.41   0.0324559     0.218299      0.00808334    0             0.152214      0.144721     0.116758
   900.    0.42   0.0291063     0.212803      0.00691159    0             0.147416      0.143814     0.116038
   900.    0.43   0.026061      0.207305      0.00588882    0             0.142806      0.143003     0.115374
   900.    0.44   0.0232996     0.20181       0.00500183    0             0.138373      0.142243     0.114746
   900.    0.45   0.0208012     0.196321      0.00423307    0             0.134104      0.141562     0.11417
   900.    0.46   0.0185625     0.19084       0.00358277    0             0.130033      0.140925     0.113624
   900.    0.47   0.0165603     0.185373      0.0030297     0             0.126168      0.140371     0.113131
   900.    0.48   0.0147435     0.179923      0.00254983    0             0.12237       0.139838     0.112655
   900.    0.49   0.0131036     0.174492      0.00214086    0             0.118626      0.139375     0.112229
   900.    0.5    0.0116157     0.169085      0.0017857     0             0.115008      0.13892      0.111811
   900.    0.51   0.0102714     0.163703      0.00148132    0             0.111507      0.138533     0.111438
   900.    0.52   0.00906298    0.158346      0.0012249     0             0.10812       0.138161     0.111076
   900.    0.53   0.00797359    0.153011      0.00100976    0             0.104766      0.137823     0.110743
   900.    0.54   0.00699189    0.147717      0.000824962   0             0.101461      0.137517     0.110436
   900.    0.55   0.00612039    0.142474      0.000670321   0             0.0982809     0.137218     0.110136
   900.    0.56   0.00536808    0.137278      0.000550273   0             0.0952697     0.136972     0.109877
   900.    0.57   0.00469058    0.132134      0.000447269   0             0.0922876     0.13673      0.109623
   900.    0.58   0.00408422    0.127041      0.000360457   0             0.0893342     0.13651      0.109387
   900.    0.59   0.00354557    0.121997      0.000289041   0             0.0864089     0.136316     0.109173
   900.    0.6    0.0030714     0.117002      0.000232271   0             0.0835109     0.136125     0.108963
   900.    0.61   0.00265351    0.11206       0.0001866     0             0.0807128     0.135959     0.108776
   900.    0.62   0.00227922    0.107189      0.000147484   0             0.0779715     0.135805     0.108598
   900.    0.63   0.00194635    0.102388      0.000114722   0             0.0752618     0.135653     0.108424
   900.    0.64   0.00165685    0.0976315     0             0             0.0725406     0.135524     0.108274
   900.    0.65   0.00140161    0.092962      0             0             0.0698887     0.135399     0.10813
   900.    0.66   0.00117857    0.0883801     0             0             0.0673101     0.135276     0.107988
   900.    0.67   0.000986325   0.0838828     0             0             0.0648021     0.135177     0.107869
   900.    0.68   0.000823569   0.0794676     0             0             0.062362      0.135081     0.107753
   900.    0.69   0.000689053   0.0751316     0             0             0.0599876     0.134986     0.107638
   900.    0.7    0.000575885   0.0708834     0             0             0.0575889     0.134907     0.107539
   900.    0.71   0.000476132   0.06674       0             0             0.0552096     0.134831     0.107444
   900.    0.72   0.000389364   0.0626982     0             0             0.0528659     0.134756     0.10735
   900.    0.73   0.000317732   0.0587377     0             0             0.0505594     0.13469      0.107266
   900.    0.74   0.000257527   0.0548757     0             0             0.0482859     0.134632     0.107189
   900.    0.75   0.000205506   0.0511267     0             0             0.0460417     0.134573     0.107112
   900.    0.76   0.000161949   0.0474797     0             0             0.0438256     0.134518     0.107038
   900.    0.77   0.000128104   0.0439116     0             0             0.0416361     0.134472     0.106973
   900.    0.78   0             0.040476      0             0             0.039475      0.134427     0.106908
   900.    0.79   0             0.0371683     0             0             0.0373415     0.134382     0.106843
   900.    0.8    0             0.0339844     0             0             0.0352349     0.134343     0.106785
   900.    0.81   0             0.0309201     0             0             0.0331546     0.13431      0.106731
   900.    0.82   0             0.0279715     0             0             0.0310998     0.134276     0.106677
   900.    0.83   0             0.0251348     0             0             0.0290701     0.134243     0.106624
   900.    0.84   0             0.0224511     0             0             0.0271041     0.134219     0.106579
   900.    0.85   0             0.0199281     0             0             0.025167      0.134198     0.106536
   900.    0.86   0             0.0175559     0             0             0.0232496     0.134176     0.106494
   900.    0.87   0             0.0153295     0             0             0.0213516     0.134155     0.106452
   900.    0.88   0             0.0132443     0             0             0.0194725     0.134139     0.106417
   900.    0.89   0             0.0112959     0             0             0.0176119     0.134123     0.106383
   900.    0.9    0             0.00947976    0             0             0.0157694     0.134108     0.106349
   900.    0.91   0             0.00779191    0             0             0.0139446     0.134092     0.106316
   900.    0.92   0             0.00623561    0             0             0.0120017     0.134081     0.106289
   900.    0.93   0             0.00486087    0             0             0.0101303     0.134072     0.106263
   900.    0.94   0             0.00366684    0             0             0.00837138    0.134062     0.106238
   900.    0.95   0             0.00264793    0             0             0.00672147    0.134052     0.106213
   900.    0.96   0             0.0017988     0             0             0.00517738    0.118821     0.0941369
   900.    0.97   0             0.00111428    0             0             0.003736      0.0886483    0.0702326
   900.    0.98   0             0.000589405   0             0             0.00239435    0.0587855    0.0465735
   900.    0.99   0             0.000219392   0             0             0.00114953    0.029226     0.0231546
   900.    1.     0             0             0             0             0             0            0
   1000.   0.01   1.26497       1.6012        0.322788      0.148316      3.42803       1.18004      0.903902
   1000.   0.02   1.20468       1.36023       0.345575      0.0897531     2.60632       0.971077     0.714765
   1000.   0.03   1.37715       0.888295      0.517554      0.0798275     2.21061       0.895044     0.558988
   1000.   0.04   1.3273        0.671461      0.537215      0.0590331     1.8225        0.782628     0.463616
   1000.   0.05   1.22079       0.560806      0.513516      0.0431294     1.51377       0.681251     0.399579
   1000.   0.06   1.10621       0.497432      0.477951      0.0320657     1.27593       0.597443     0.353229
   1000.   0.07   0.997373      0.457627      0.440125      0.0243203     1.08997       0.529114     0.317835
   1000.   0.08   0.898112      0.430701      0.403251      0.0187664     0.946954      0.473178     0.289775
   1000.   0.09   0.808777      0.41137       0.368427      0.0146837     0.833178      0.427155     0.267
   1000.   0.1    0.728844      0.396734      0.336018      0.0116115     0.740507      0.388809     0.248092
   1000.   0.11   0.657333      0.38515       0.306003      0.00925133    0.666749      0.356717     0.232223
   1000.   0.12   0.593233      0.375601      0.278297      0.00740504    0.603526      0.329497     0.218683
   1000.   0.13   0.535975      0.367459      0.252862      0.00595867    0.553729      0.306448     0.207116
   1000.   0.14   0.484402      0.360306      0.229414      0.0047982     0.51188       0.286574     0.197043
   1000.   0.15   0.438164      0.353843      0.207949      0.00387216    0.476128      0.269449     0.188264
   1000.   0.16   0.396578      0.34787       0.188287      0.00312846    0.445777      0.254631     0.180586
   1000.   0.17   0.358999      0.342264      0.170247      0.00252424    0.420727      0.241698     0.173803
   1000.   0.18   0.325016      0.33692       0.153707      0.00203381    0.398128      0.230325     0.167769
   1000.   0.19   0.294492      0.331734      0.138682      0.00164126    0.380606      0.220375     0.162427
   1000.   0.2    0.266859      0.32668       0.124951      0.00132227    0.364551      0.211624     0.15766
   1000.   0.21   0.241745      0.321703      0.112393      0.00106193    0.348376      0.203867     0.153383
   1000.   0.22   0.218961      0.316774      0.100937      0.000850398   0.329559      0.196961     0.149529
   1000.   0.23   0.198416      0.311858      0.0905702     0.000681074   0.311932      0.190848     0.146061
   1000.   0.24   0.179835      0.306949      0.0811822     0.000545406   0.295917      0.185406     0.142934
   1000.   0.25   0.162914      0.302033      0.0726367     0.000435179   0.281397      0.180558     0.140103
   1000.   0.26   0.147504      0.297105      0.0648701     0.000345899   0.268151      0.176201     0.137527
   1000.   0.27   0.133451      0.292149      0.05781       0.000273568   0.255899      0.172282     0.135172
   1000.   0.28   0.120786      0.287154      0.0514852     0.000216518   0.244821      0.16876      0.133022
   1000.   0.29   0.109324      0.282117      0.0458044     0.000171157   0.234595      0.165586     0.131056
   1000.   0.3    0.0988966     0.277043      0.04068       0.000134983   0.224965      0.162754     0.129263
   1000.   0.31   0.0893957     0.271929      0.0360553     0.000105993   0.216014      0.160202     0.12762
   1000.   0.32   0.0807346     0.266786      0.0318849     0             0.207646      0.157861     0.126092
   1000.   0.33   0.0728484     0.261601      0.0281366     0             0.199835      0.155728     0.124676
   1000.   0.34   0.0656837     0.256368      0.0247803     0             0.192692      0.153835     0.123393
   1000.   0.35   0.059213      0.251097      0.0218006     0             0.186075      0.152087     0.12219
   1000.   0.36   0.0533794     0.245791      0.0191641     0             0.179672      0.15053      0.121088
   1000.   0.37   0.0480695     0.240457      0.0168084     0             0.173544      0.149123     0.120073
   1000.   0.38   0.0432328     0.235094      0.0147034     0             0.167719      0.147801     0.11911
   1000.   0.39   0.0388324     0.229705      0.0128284     0             0.162191      0.146647     0.11824
   1000.   0.4    0.0348332     0.224295      0.0111648     0             0.156936      0.145548     0.117406
   1000.   0.41   0.0311919     0.218861      0.00968409    0             0.151935      0.144576     0.116643
   1000.   0.42   0.0279062     0.21341       0.00838158    0             0.147207      0.143665     0.115921
   1000.   0.43   0.0249532     0.207944      0.00724557    0             0.142736      0.142856     0.115267
   1000.   0.44   0.0223005     0.202469      0.00625759    0             0.138447      0.142103     0.114647
   1000.   0.45   0.0199014     0.196992      0.00538911    0             0.134181      0.141433     0.114078
   1000.   0.46   0.0177461     0.191513      0.00463721    0             0.130035      0.140803     0.113536
   1000.   0.47   0.0157855     0.186035      0.00397207    0             0.126096      0.140243     0.113043
   1000.   0.48   0.01401       0.180564      0.00338813    0             0.122304      0.139706     0.112566
   1000.   0.49   0.0124114     0.175098      0.00288252    0             0.118668      0.139239     0.112138
   1000.   0.5    0.0109642     0.16965       0.00243872    0             0.11507       0.138783     0.111718
   1000.   0.51   0.00966016    0.164223      0.00205328    0             0.111509      0.138391     0.111345
   1000.   0.52   0.00849145    0.158816      0.00172296    0             0.107983      0.138014     0.110985
   1000.   0.53   0.00746695    0.153431      0.0014494     0             0.104648      0.137677     0.110654
   1000.   0.54   0.00656008    0.148083      0.00121687    0             0.101487      0.137377     0.11035
   1000.   0.55   0.00574545    0.142773      0.00101564    0             0.0983471     0.137085     0.110053
   1000.   0.56   0.00502462    0.137493      0.000847733   0             0.0951878     0.136841     0.109794
   1000.   0.57   0.00437651    0.132263      0.000701854   0             0.0921212     0.136602     0.109539
   1000.   0.58   0.00379753    0.127084      0.000576906   0             0.0891434     0.136382     0.109304
   1000.   0.59   0.00328434    0.121953      0.000471861   0             0.0862506     0.136185     0.10909
   1000.   0.6    0.00283381    0.11687       0.000385753   0             0.0834396     0.135992     0.10888
   1000.   0.61   0.00243718    0.111833      0.000314633   0             0.080629      0.135826     0.108692
   1000.   0.62   0.00208368    0.106869      0.00025337    0             0.0778588     0.135671     0.108513
   1000.   0.63   0.00177155    0.101978      0.000201602   0             0.0751521     0.135518     0.108337
   1000.   0.64   0.0015044     0.0971333     0.0001613     0             0.0725112     0.135389     0.108189
   1000.   0.65   0.00126991    0.0923804     0.000127423   0             0.0699251     0.135264     0.108046
   1000.   0.66   0.00106583    0.0877194     0             0             0.0673913     0.135142     0.107905
   1000.   0.67   0.000890835   0.0831472     0             0             0.0649081     0.135044     0.107787
   1000.   0.68   0.000743682   0.078661      0             0             0.0624737     0.134949     0.107673
   1000.   0.69   0.000623192   0.074258      0             0             0.0600865     0.134856     0.10756
