 # generated with HiggsBounds version 4.0.0 on 03.09.2013 at 11:40
 # settings: LandH, part
 #
 # column abbreviations
 #   n          : line id of input
 #   Mh(i)      : Neutral Higgs boson masses in GeV
 #   Mhplus(i)  : Charged Higgs boson masses in GeV
 #   HBresult   : scenario allowed flag (1: allowed, 0: excluded, -1: unphysical)
 #   chan       : most sensitive channel (see below). chan=0 if no channel applies
 #   obsratio   : ratio [sig x BR]_model/[sig x BR]_limit (<1: allowed, >1: excluded)
 #   ncomb      : number of Higgs bosons combined in most sensitive channel
 #   additional : optional additional data stored in <prefix>additional.dat (e.g. tan beta)
 #
 # channel numbers used in this file
 #           1 : (e e)->(h1)Z->(b b-bar)Z   (hep-ex/0602042, table 14b (LEP))
 #         145 : (p p)->V h1->b b (CMS-PAS-HIG-12-044)
 #         256 : (p p)->h1->Z Z-> l l l l (low mass) where h1 is SM-like (CMS-PAS-HIG-13-002)
 #         313 :(p p)->h+..., h=1 where h is SM-like (CMS-PAS-HIG-12-045)
 #         349 : (p p)->h1->tau tau (CMS-PAS-HIG-12-050)
 #         350 : (p p)->h2->tau tau (CMS-PAS-HIG-12-050)
 #         351 : (p p)->h3->tau tau (CMS-PAS-HIG-12-050)
 #         394 : (p p)->h1+...->gamma gamma+... where h1 is SM-like (CMS-PAS-HIG-13-001)
 #         432 : t->(H1+)b->tau nu b   (ATLAS-CONF-2013-090)
 # (for full list of processes, see Key.dat)
 #
 #cols:  n           Mh(1)           Mh(2)           Mh(3)       Mhplus(1)  HBresult  chan    obsratio     ncomb   additional(1)   additional(2)
 #
             1     72.6004         151.667         90.0000         118.309         0     1     16.8001         1     90.0000         2.00000    
             2     74.1522         148.803         90.0000         118.534         0     1     12.7804         1     90.0000         2.25000    
             3     75.6870         146.507         90.0000         118.698         0     1     10.8195         1     90.0000         2.50000    
             4     77.1123         144.629         90.0000         118.822         0     1     9.64888         1     90.0000         2.75000    
             5     78.3965         143.073         90.0000         118.920         0     1     8.66969         1     90.0000         3.00000    
             6     79.5366         141.767         90.0000         119.000         0     1     7.47365         1     90.0000         3.25000    
             7     80.5420         140.662         90.0000         119.066         0     1     6.04535         1     90.0000         3.50000    
             8     81.4263         139.719         90.0000         119.123         0     1     5.37684         1     90.0000         3.75000    
             9     82.2040         138.908         90.0000         119.173         0     1     4.53933         1     90.0000         4.00000    
            10     82.8890         138.207         90.0000         119.217         0     1     3.98224         1     90.0000         4.25000    
            11     83.4937         137.597         90.0000         119.258         0   432     3.37658         1     90.0000         4.50000    
            12     84.0289         137.071         90.0000         119.295         0   432     3.12393         1     90.0000         4.75000    
            13     84.5041         136.604         90.0000         119.331         0   432     2.91327         1     90.0000         5.00000    
            14     84.9273         136.192         90.0000         119.364         0   432     2.73755         1     90.0000         5.25000    
            15     85.3054         135.827         90.0000         119.397         0   432     2.59117         1     90.0000         5.50000    
            16     85.6443         135.501         90.0000         119.429         0   432     2.46964         1     90.0000         5.75000    
            17     85.9490         135.210         90.0000         119.460         0   432     2.36933         1     90.0000         6.00000    
            18     86.2237         134.949         90.0000         119.490         0   432     2.28728         1     90.0000         6.25000    
            19     86.4721         134.714         90.0000         119.520         0   432     2.22108         1     90.0000         6.50000    
            20     86.6974         134.501         90.0000         119.551         0   432     2.16872         1     90.0000         6.75000    
            21     86.9022         134.309         90.0000         119.581         0   432     2.12854         1     90.0000         7.00000    
            22     87.0889         134.135         90.0000         119.611         0   432     2.09914         1     90.0000         7.25000    
            23     87.2596         133.976         90.0000         119.642         0   432     2.07935         1     90.0000         7.50000    
            24     87.4159         133.831         90.0000         119.673         0   432     2.06817         1     90.0000         7.75000    
            25     87.5594         133.698         90.0000         119.704         0   432     2.06477         1     90.0000         8.00000    
            26     87.6914         133.577         90.0000         119.736         0   432     2.06841         1     90.0000         8.25000    
            27     87.8132         133.465         90.0000         119.768         0   432     2.07847         1     90.0000         8.50000    
            28     87.9256         133.362         90.0000         119.800         0   432     2.09442         1     90.0000         8.75000    
            29     88.0298         133.267         90.0000         119.833         0   432     2.11578         1     90.0000         9.00000    
            30     88.1263         133.180         90.0000         119.867         0   432     2.14215         1     90.0000         9.25000    
            31     88.2160         133.099         90.0000         119.901         0   432     2.17318         1     90.0000         9.50000    
            32     88.2994         133.024         90.0000         119.935         0   432     2.20855         1     90.0000         9.75000    
            33     88.3772         132.954         90.0000         119.970         0   432     2.24798         1     90.0000         10.0000    
            34     88.4498         132.889         90.0000         120.006         0   432     2.29091         1     90.0000         10.2500    
            35     88.5177         132.828         90.0000         120.042         0   432     2.33577         1     90.0000         10.5000    
            36     88.5812         132.772         90.0000         120.079         0   351     2.39599         1     90.0000         10.7500    
            37     88.6408         132.720         90.0000         120.116         0   351     2.51529         1     90.0000         11.0000    
            38     88.6967         132.670         90.0000         120.154         0   351     2.63740         1     90.0000         11.2500    
            39     88.7492         132.624         90.0000         120.193         0   351     2.76231         1     90.0000         11.5000    
            40     88.7987         132.581         90.0000         120.232         0   351     2.89003         1     90.0000         11.7500    
            41     88.8453         132.541         90.0000         120.272         0   351     3.02056         1     90.0000         12.0000    
            42     88.8892         132.503         90.0000         120.313         0   351     3.15388         1     90.0000         12.2500    
            43     88.9308         132.467         90.0000         120.354         0   351     3.29001         1     90.0000         12.5000    
            44     88.9700         132.434         90.0000         120.396         0   351     3.42893         1     90.0000         12.7500    
            45     89.0071         132.402         90.0000         120.438         0   351     3.57066         1     90.0000         13.0000    
            46     89.0423         132.372         90.0000         120.481         0   351     3.71518         1     90.0000         13.2500    
            47     89.0756         132.344         90.0000         120.525         0   351     3.86250         1     90.0000         13.5000    
            48     89.1073         132.318         90.0000         120.569         0   351     4.01261         1     90.0000         13.7500    
