         1         90.00000000          2.00000000
         2         90.00000000          2.25000000
         3         90.00000000          2.50000000
         4         90.00000000          2.75000000
         5         90.00000000          3.00000000
         6         90.00000000          3.25000000
         7         90.00000000          3.50000000
         8         90.00000000          3.75000000
         9         90.00000000          4.00000000
        10         90.00000000          4.25000000
        11         90.00000000          4.50000000
        12         90.00000000          4.75000000
        13         90.00000000          5.00000000
        14         90.00000000          5.25000000
        15         90.00000000          5.50000000
        16         90.00000000          5.75000000
        17         90.00000000          6.00000000
        18         90.00000000          6.25000000
        19         90.00000000          6.50000000
        20         90.00000000          6.75000000
        21         90.00000000          7.00000000
        22         90.00000000          7.25000000
        23         90.00000000          7.50000000
        24         90.00000000          7.75000000
        25         90.00000000          8.00000000
        26         90.00000000          8.25000000
        27         90.00000000          8.50000000
        28         90.00000000          8.75000000
        29         90.00000000          9.00000000
        30         90.00000000          9.25000000
        31         90.00000000          9.50000000
        32         90.00000000          9.75000000
        33         90.00000000         10.00000000
        34         90.00000000         10.25000000
        35         90.00000000         10.50000000
        36         90.00000000         10.75000000
        37         90.00000000         11.00000000
        38         90.00000000         11.25000000
        39         90.00000000         11.50000000
        40         90.00000000         11.75000000
        41         90.00000000         12.00000000
        42         90.00000000         12.25000000
        43         90.00000000         12.50000000
        44         90.00000000         12.75000000
        45         90.00000000         13.00000000
        46         90.00000000         13.25000000
        47         90.00000000         13.50000000
        48         90.00000000         13.75000000
        49         90.00000000         14.00000000
        50         90.00000000         14.25000000
        51         90.00000000         14.50000000
        52         90.00000000         14.75000000
        53         90.00000000         15.00000000
        54         92.50000000          2.00000000
        55         92.50000000          2.25000000
        56         92.50000000          2.50000000
        57         92.50000000          2.75000000
        58         92.50000000          3.00000000
        59         92.50000000          3.25000000
        60         92.50000000          3.50000000
        61         92.50000000          3.75000000
        62         92.50000000          4.00000000
        63         92.50000000          4.25000000
        64         92.50000000          4.50000000
        65         92.50000000          4.75000000
        66         92.50000000          5.00000000
        67         92.50000000          5.25000000
        68         92.50000000          5.50000000
        69         92.50000000          5.75000000
        70         92.50000000          6.00000000
        71         92.50000000          6.25000000
        72         92.50000000          6.50000000
        73         92.50000000          6.75000000
        74         92.50000000          7.00000000
        75         92.50000000          7.25000000
        76         92.50000000          7.50000000
        77         92.50000000          7.75000000
        78         92.50000000          8.00000000
        79         92.50000000          8.25000000
        80         92.50000000          8.50000000
        81         92.50000000          8.75000000
        82         92.50000000          9.00000000
        83         92.50000000          9.25000000
        84         92.50000000          9.50000000
        85         92.50000000          9.75000000
        86         92.50000000         10.00000000
        87         92.50000000         10.25000000
        88         92.50000000         10.50000000
        89         92.50000000         10.75000000
        90         92.50000000         11.00000000
        91         92.50000000         11.25000000
        92         92.50000000         11.50000000
        93         92.50000000         11.75000000
        94         92.50000000         12.00000000
        95         92.50000000         12.25000000
        96         92.50000000         12.50000000
        97         92.50000000         12.75000000
        98         92.50000000         13.00000000
        99         92.50000000         13.25000000
       100         92.50000000         13.50000000
       101         92.50000000         13.75000000
       102         92.50000000         14.00000000
       103         92.50000000         14.25000000
       104         92.50000000         14.50000000
       105         92.50000000         14.75000000
       106         92.50000000         15.00000000
       107         95.00000000          2.00000000
       108         95.00000000          2.25000000
       109         95.00000000          2.50000000
       110         95.00000000          2.75000000
       111         95.00000000          3.00000000
       112         95.00000000          3.25000000
       113         95.00000000          3.50000000
       114         95.00000000          3.75000000
       115         95.00000000          4.00000000
       116         95.00000000          4.25000000
       117         95.00000000          4.50000000
       118         95.00000000          4.75000000
       119         95.00000000          5.00000000
       120         95.00000000          5.25000000
       121         95.00000000          5.50000000
       122         95.00000000          5.75000000
       123         95.00000000          6.00000000
       124         95.00000000          6.25000000
       125         95.00000000          6.50000000
       126         95.00000000          6.75000000
       127         95.00000000          7.00000000
       128         95.00000000          7.25000000
       129         95.00000000          7.50000000
       130         95.00000000          7.75000000
       131         95.00000000          8.00000000
       132         95.00000000          8.25000000
       133         95.00000000          8.50000000
       134         95.00000000          8.75000000
