 # List of peak observables used from latestresults:
 #
 # Number        : HS internal numbering of analysis
 # Analysis-ID   : identity number of analysis
 # mh_obs        : Mass position of peak observable (hypothetical Higgs mass where signal strength was measured)
 # mu_obs        : Observed (best-fit) signal strength value
 # dmu_low       : Lower 1s (cyan band) signal strength value
 # dmu_high      : Upper 1s (cyan band) signal strength value
 # dmh_exp       : Experimental mass uncertainty of analysis
 # collaboration : Exp. collaboration which published the data
 # energy        : center-of-mass energy of the experiment (TeV)
 # luminosity    : integrated luminosity used for the measurement (fb-1)
 # mass-chi2     : Mass measurement entering the Chi^2 (1/0=yes/no)
 # description   : Higgs process of analysis
 # reference     : Experimental publication of the data/analysis
 #
 # Number Analysis-ID   mh_obs    mu_obs  dmu_low dmu_high  dmh_exp  collaboration  energy  luminosity  mass-chi2                         description     reference
 #
 30           1201503   125.00    4.2085   2.0342   2.0342   2.0000       CMS        7.00       5.10     0                 (pp)->h->gammagamma(dijet)     CMS-PAS-HIG-12-015                           
 31           1300102   125.00    1.8900   2.2800   2.6200   2.0000       CMS        8.00      19.60     0                   (pp)->h->gammagamma(MET)     CMS-PAS-HIG-13-001                           
 32           1300103   125.00   -0.6700   1.9500   2.7800   2.0000       CMS        8.00      19.60     0                     (pp)->h->gammagamma(e)     CMS-PAS-HIG-13-001                           
 33           1300101   125.00    0.7735   0.2565   0.2915   2.0000       CMS        8.00      24.70     0             (pp)->h->gammagamma(inclusive)     CMS-PAS-HIG-13-001                           
 34           1201501   125.00    1.6870   0.6300   0.6170   2.0000       CMS        7.00       5.10     1             (pp)->h->gammagamma(inclusive)     CMS-PAS-HIG-12-015                           
 35           1300104   125.00    0.3800   1.3600   1.8400   2.0000       CMS        8.00      19.60     0                    (pp)->h->gammagamma(mu)     CMS-PAS-HIG-13-001                           
 36           1300401   125.00    0.7500   0.5200   0.5000  20.0000       CMS        8.00      24.30     0                    (pp)->h->tautau(0/1jet)     CMS-PAS-HIG-13-004                           
 37           1300402   125.00    1.4000   0.5800   0.6000  20.0000       CMS        8.00      24.30     0                           (pp->VBF->tautau     CMS-PAS-HIG-13-004                           
 38           1204501   125.80    1.3090   0.6010   0.6540  12.5000       CMS        8.00      17.10     0                                (pp->hV->bb     CMS-PAS-HIG-12-045                           
 39           1300403   125.00    0.7700   1.4300   1.4900  20.0000       CMS        8.00      24.30     0                           (pp)->Vh->tautau     CMS-PAS-HIG-13-004                           
 40           1203901   125.80   -0.3050   1.9430   2.2230  25.0000       CMS        8.00      10.00     0                               (pp)->WH->WW     CMS-PAS-HIG-12-043                           
 41           1204502   125.80   -0.7980   1.8400   2.1000  12.5000       CMS        7.00       5.00     0                              (pp)->ttH->bb     CMS-PAS-HIG-12-045                           
 42         130308232   125.00    1.9000   1.5200   1.6300  25.0000       D0         1.96       9.70     0                                (pp)->h->WW     arXiv:1303.0823                              
 43         130308234   125.00    1.2300   1.1700   1.2400  25.0000       D0         1.96       9.70     0                                (pp)->h->bb     arXiv:1303.0823                              
 44         130308231   125.00    4.2000   4.2000   4.6000   5.0000       D0         1.96       9.70     0                        (pp)->h->gammagamma     arXiv:1303.0823                              
 45         130308233   125.00    3.9600   3.3800   4.1100  25.0000       D0         1.96       9.70     0                            (pp)->h->tautau     arXiv:1303.0823                              
