         1        118.30869276          0.00109265
         2        118.53369249          0.00134239
         3        118.69764005          0.00162261
         4        118.82212034          0.00193396
         5        118.92004386          0.00227671
         6        118.99952734          0.00265090
         7        119.06588303          0.00305648
         8        119.12270655          0.00349334
         9        119.17250219          0.00396140
        10        119.21705757          0.00446056
        11        119.25767631          0.00499076
        12        119.29532708          0.00555194
        13        119.33074164          0.00614406
        14        119.36448095          0.00676709
        15        119.39698069          0.00742101
        16        119.42858326          0.00810582
        17        119.45956053          0.00882151
        18        119.49013046          0.00956808
        19        119.52046925          0.01034555
        20        119.55072046          0.01115393
        21        119.58100182          0.01199322
        22        119.61141054          0.01286347
        23        119.64202726          0.01376468
        24        119.67291924          0.01469688
        25        119.70414280          0.01566011
        26        119.73574530          0.01665439
        27        119.76776669          0.01767976
        28        119.80024072          0.01873624
        29        119.83319602          0.01982388
        30        119.86665689          0.02094270
        31        119.90064396          0.02209276
        32        119.93517479          0.02327409
        33        119.97026430          0.02448673
        34        120.00592521          0.02573072
        35        120.04216827          0.02700611
        36        120.07900266          0.02831295
        37        120.11643612          0.02965127
        38        120.15447523          0.03102112
        39        120.19312556          0.03242256
        40        120.23239184          0.03385563
        41        120.27227813          0.03532039
        42        120.31278806          0.03681688
        43        120.35392455          0.03834515
        44        120.39569076          0.03990527
        45        120.43808978          0.04149728
        46        120.48112525          0.04312124
        47        120.52480200          0.04477722
        48        120.56912766          0.04646526
        49        120.61411697          0.04818544
        50        120.65981293          0.04993783
        51        120.70650139          0.05172263
        52        120.75339252          0.05353954
        53        120.80081735          0.05538878
        54        120.22161635          0.00111363
        55        120.44446158          0.00136586
        56        120.60678293          0.00164932
        57        120.73000646          0.00196467
        58        120.82692302          0.00231213
        59        120.90557264          0.00269169
        60        120.97121707          0.00310324
        61        121.02741769          0.00354667
        62        121.07665494          0.00402186
        63        121.12069939          0.00452870
        64        121.16084219          0.00506710
        65        121.19804276          0.00563700
        66        121.23302584          0.00623835
        67        121.26634699          0.00687112
        68        121.29843773          0.00753529
        69        121.32963715          0.00823083
        70        121.36021449          0.00895774
        71        121.39038561          0.00971603
        72        121.42032503          0.01050570
        73        121.45017490          0.01132676
        74        121.48005185          0.01217922
        75        121.51005212          0.01306312
        76        121.54025559          0.01397846
        77        121.57072889          0.01492527
        78        121.60152781          0.01590359
        79        121.63269925          0.01691343
        80        121.66428279          0.01795484
        81        121.69631188          0.01902784
        82        121.72881488          0.02013247
        83        121.76181588          0.02126876
        84        121.79533534          0.02243675
        85        121.82939067          0.02363649
        86        121.86399668          0.02486800
        87        121.89916597          0.02613134
        88        121.93490926          0.02742655
        89        121.97123563          0.02875367
        90        122.00815280          0.03011274
        91        122.04566733          0.03150381
        92        122.08378478          0.03292694
        93        122.12250988          0.03438216
        94        122.16184684          0.03586953
        95        122.20179892          0.03738909
        96        122.24236950          0.03894091
        97        122.28356169          0.04052503
        98        122.32537872          0.04214150
        99        122.36782439          0.04379039
       100        122.41090394          0.04547175
       101        122.45462573          0.04718563
       102        122.49900673          0.04893211
       103        122.54410480          0.05071127
       104        122.59013605          0.05252327
       105        122.63636488          0.05436784
       106        122.68312879          0.05624519
       107        122.15540403          0.00113605
       108        122.37634859          0.00139062
       109        122.53711437          0.00167726
       110        122.65913105          0.00199657
       111        122.75507859          0.00234871
       112        122.83292425          0.00273364
       113        122.89788170          0.00315120
       114        122.95347966          0.00360124
       115        123.00217573          0.00408361
       116        123.04572418          0.00459818
       117        123.08540424          0.00514486
       118        123.12216646          0.00572357
       119        123.15672886          0.00633425
       120        123.18964185          0.00697686
       121        123.22133292          0.00765136
       122        123.25213801          0.00835775
       123        123.28232386          0.00909601
       124        123.31210430          0.00986614
       125        123.34165223          0.01066814
       126        123.37110846          0.01150203
       127        123.40058855          0.01236781
       128        123.43018784          0.01326551
       129        123.45998547          0.01419514
       130        123.49004744          0.01515673
       131        123.52042904          0.01615030
       132        123.55117675          0.01717589
       133        123.58232979          0.01823351
       134        123.61392131          0.01932322
       135        123.64597943          0.02044503
       136        123.67852802          0.02159898
       137        123.71158739          0.02278511
       138        123.74517480          0.02400347
       139        123.77930495          0.02525408
       140        123.81399036          0.02653699
       141        123.84924165          0.02785224
       142        123.88506788          0.02919988
       143        123.92147673          0.03057994
       144        123.95847472          0.03199248
       145        123.99606742          0.03343754
       146        124.03425955          0.03491517
       147        124.07305535          0.03642541
       148        124.11245811          0.03796833
       149        124.15247129          0.03954396
       150        124.19309805          0.04115236
       151        124.23434178          0.04279359
       152        124.27620650          0.04446769
       153        124.31869782          0.04617473
       154        124.36182503          0.04791477
       155        124.40560786          0.04968786
       156        124.45013958          0.05149411
       157        124.49549275          0.05333362
       158        124.54107153          0.05520618
       159        124.58718488          0.05711198
       160        124.10946669          0.00116005
       161        124.32835413          0.00141679
       162        124.48763973          0.00170648
       163        124.60850089          0.00202968
       164        124.70351803          0.00238649
       165        124.78059012          0.00277678
       166        124.84488521          0.00320036
