   mDM     x      nu            b             tau           c             q             t             Z             W
   70.     0.75   0.0384962     0             0.17731       0             0             0             0             0
   70.     0.76   0.0381952     0             0.168429      0             0             0             0             0
   70.     0.77   0.0379579     0             0.159627      0             0             0             0             0
   70.     0.78   0.0377236     0             0.150941      0             0             0             0             0
   70.     0.79   0.0374923     0             0.142368      0             0             0             0             0
   70.     0.8    0.0373079     0             0.133879      0             0             0             0             0
   70.     0.81   0.037159      0             0.125501      0             0             0             0             0
   70.     0.82   0.0370119     0             0.117259      0             0             0             0             0
   70.     0.83   0.0368667     0             0.109149      0             0             0             0             0
   70.     0.84   0.0367631     0             0.101115      0             0             0             0             0
   70.     0.85   0.0366692     0             0.0932329     0             0             0             0             0
   70.     0.86   0.0365765     0             0.0855134     0             0             0             0             0
   70.     0.87   0.0364848     0             0.0779517     0             0             0             0             0
   70.     0.88   0.0364374     0             0.0704348     0             0             0             0             0
   70.     0.89   0.036395      0             0.0631287     0             0             0             0             0
   70.     0.9    0.0363532     0             0.0560421     0             0             0             0             0
   70.     0.91   0.0363118     0             0.0491686     0             0             0             0             0
   70.     0.92   0.036293      0             0.042192      0             0             0             0             0
   70.     0.93   0.0362798     0             0.0355434     0             0             0             0             0
   70.     0.94   0.0362668     0             0.0293113     0             0             0             0             0
   70.     0.95   0.0362539     0             0.0234833     0             0             0             0             0
   70.     0.96   0.057858      0             0.0180474     0             0             0             0             0
   70.     0.97   0.10068       0             0.0129921     0             0             0             0             0
   70.     0.98   0.143062      0             0.00830621    0             0             0             0             0
   70.     0.99   0.185014      0             0.00397904    0             0             0             0             0
   70.     1.     0.226545      0             0             0             0             0             0             0
   90.     0.01   0.244369      1.62591       1.0019        0.591035      0.0554503     0             0             0.585813
   90.     0.02   0.239777      1.48091       0.944727      0.52303       0.0369499     0             0             0.518044
   90.     0.03   0.232466      1.33237       0.914091      0.470524      0.0254422     0             0             0.463594
   90.     0.04   0.225249      1.19587       0.891823      0.428719      0.0181134     0             0             0.416864
   90.     0.05   0.217474      1.06974       0.873673      0.391725      0.0132137     0             0             0.376903
   90.     0.06   0.21002       0.954304      0.858036      0.357355      0.00982378    0             0             0.342342
   90.     0.07   0.202862      0.850558      0.84397       0.325323      0.00742479    0             0             0.312095
   90.     0.08   0.196372      0.757282      0.831258      0.29495       0.0056818     0             0             0.286008
   90.     0.09   0.190647      0.675031      0.819195      0.266898      0.00440341    0             0             0.263352
   90.     0.1    0.184446      0.601706      0.807683      0.240575      0.00344178    0             0             0.243201
   90.     0.11   0.17863       0.537507      0.796437      0.21655       0.0027188     0             0             0.226152
   90.     0.12   0.173376      0.48019       0.785091      0.194233      0.00215868    0             0             0.211272
   90.     0.13   0.168359      0.429728      0.773932      0.173918      0.00172601    0             0             0.197441
   90.     0.14   0.163032      0.385083      0.763049      0.155439      0.00138665    0             0             0.184718
   90.     0.15   0.158349      0.345106      0.751593      0.138535      0.00111656    0             0             0.17307
   90.     0.16   0.153596      0.309651      0.740312      0.12326       0.000902242   0             0             0.162485
   90.     0.17   0.149213      0.278108      0.729606      0.109491      0.000730547   0             0             0.152766
   90.     0.18   0.144818      0.249721      0.718382      0.0970125     0.00059134    0             0             0.143842
   90.     0.19   0.140274      0.224194      0.707027      0.0857591     0.000478597   0             0             0.134942
   90.     0.2    0.136554      0.201396      0.695881      0.0757032     0.000387889   0             0             0.126422
   90.     0.21   0.132513      0.180902      0.685156      0.0666973     0.000313989   0             0             0.11843
   90.     0.22   0.128514      0.162411      0.674555      0.0586347     0.000253673   0             0             0.111292
   90.     0.23   0.125001      0.145626      0.663454      0.0514062     0.000204426   0             0             0.104731
   90.     0.24   0.121423      0.130517      0.652314      0.0449954     0.000164678   0             0             0.0979201
   90.     0.25   0.117717      0.116895      0.641458      0.0393079     0.000132412   0             0             0.092321
   90.     0.26   0.114637      0.104588      0.630933      0.034264      0.000106177   0             0             0.0868266
   90.     0.27   0.111575      0.0934825     0.620757      0.0298041     0             0             0             0.192809
   90.     0.28   0.108486      0.0834        0.610212      0.0258544     0             0             0             0.271306
   90.     0.29   0.105456      0.0742849     0.599452      0.0223764     0             0             0             0.264347
   90.     0.3    0.102693      0.0660795     0.588731      0.0193304     0             0             0             0.257785
   90.     0.31   0.10001       0.058686      0.578229      0.0166619     0             0             0             0.251855
   90.     0.32   0.0973244     0.0520209     0.567903      0.0143241     0             0             0             0.246344
   90.     0.33   0.0945832     0.0460189     0.55774       0.01228       0             0             0             0.241212
   90.     0.34   0.0920735     0.0406264     0.547855      0.0105009     0             0             0             0.236431
   90.     0.35   0.0896829     0.0357884     0.537698      0.00895755    0             0             0             0.231742
   90.     0.36   0.0874154     0.0314551     0.527353      0.00762261    0             0             0             0.227039
   90.     0.37   0.0852105     0.0275833     0.516964      0.00647169    0             0             0             0.222539
   90.     0.38   0.0830646     0.0241231     0.506667      0.00547504    0             0             0             0.218193
   90.     0.39   0.0810427     0.0210473     0.496504      0.00462222    0             0             0             0.21425
   90.     0.4    0.0790935     0.0183085     0.486451      0.00388666    0             0             0             0.210454
   90.     0.41   0.0772782     0.0158822     0.476504      0.0032592     0             0             0             0.206928
   90.     0.42   0.0755064     0.013734      0.466708      0.00272253    0             0             0             0.203624
   90.     0.43   0.0737756     0.011841      0.456973      0.00226733    0             0             0             0.200697
   90.     0.44   0.0720767     0.0101832     0.447043      0.00188371    0             0             0             0.197576
   90.     0.45   0.0704012     0.00873462    0.436993      0.00156189    0             0             0             0.194044
   90.     0.46   0.0687864     0.00746395    0.426932      0.00128923    0             0             0             0.190812
   90.     0.47   0.0672641     0.00635631    0.416882      0.00106081    0             0             0             0.188184
   90.     0.48   0.0657847     0.00538855    0.40692       0.000867553   0             0             0             0.185594
   90.     0.49   0.0644034     0.0045558     0.397048      0.000708658   0             0             0             0.182946
   90.     0.5    0.06305       0.00382872    0.38725       0.000573766   0             0             0             0.180352
   90.     0.51   0.0618032     0.00320926    0.377535      0.000464448   0             0             0             0.178169
   90.     0.52   0.0605912     0.00267363    0.367881      0.000372641   0             0             0             0.176076
   90.     0.53   0.059395      0.00222376    0.358346      0.000299025   0             0             0             0.174096
   90.     0.54   0.0582145     0.00184242    0.348836      0.000239111   0             0             0             0.17222
   90.     0.55   0.0570606     0.00151566    0.339269      0.000189273   0             0             0             0.170356
   90.     0.56   0.0560302     0.00124768    0.329603      0.000150736   0             0             0             0.168063
   90.     0.57   0.055018      0.001017      0.319974      0.000118325   0             0             0             0.165811
   90.     0.58   0.0540625     0.000826077   0.310361      0             0             0             0             0.163737
   90.     0.59   0.0531696     0.000667769   0.300791      0             0             0             0             0.161864
   90.     0.6    0.0522917     0.000533334   0.291302      0             0             0             0             0.160022
   90.     0.61   0.0514467     0.000426522   0.281889      0             0             0             0             0.158321
   90.     0.62   0.0506216     0.000337494   0.272556      0             0             0             0             0.156685
   90.     0.63   0.0498098     0.000263024   0.263301      0             0             0             0             0.155075
   90.     0.64   0.049085      0.000206521   0.254122      0             0             0             0             0.153276
   90.     0.65   0.0483793     0.000159502   0.245022      0             0             0             0             0.151483
   90.     0.66   0.0476843     0.000120924   0.236         0             0             0             0             0.149718
   90.     0.67   0.047095      0             0.227083      0             0             0             0             0.148149
   90.     0.68   0.0465214     0             0.218216      0             0             0             0             0.146616
   90.     0.69   0.0459563     0             0.209395      0             0             0             0             0.145106
   90.     0.7    0.0454316     0             0.200575      0             0             0             0             0.124565
   90.     0.71   0.0449216     0             0.191834      0             0             0             0             0.100075
   90.     0.72   0.0444187     0             0.183186      0             0             0             0             0.0759278
   90.     0.73   0.0439494     0             0.174601      0             0             0             0             0.0544704
   90.     0.74   0.0435076     0             0.166109      0             0             0             0             0.035171
   90.     0.75   0.0430718     0             0.157739      0             0             0             0             0.0161308
   90.     0.76   0.0426574     0             0.149479      0             0             0             0             0
   90.     0.77   0.0423425     0             0.141311      0             0             0             0             0
   90.     0.78   0.0420317     0             0.13328       0             0             0             0             0
   90.     0.79   0.0417248     0             0.12538       0             0             0             0             0
   90.     0.8    0.0414637     0             0.11758       0             0             0             0             0
   90.     0.81   0.0412374     0             0.109908      0             0             0             0             0
   90.     0.82   0.041014      0             0.10239       0             0             0             0             0
   90.     0.83   0.0407932     0             0.0950209     0             0             0             0             0
   90.     0.84   0.0406221     0             0.0877473     0             0             0             0             0
   90.     0.85   0.040463      0             0.08064       0             0             0             0             0
   90.     0.86   0.0403058     0             0.0737078     0             0             0             0             0
   90.     0.87   0.0401505     0             0.0669457     0             0             0             0             0
   90.     0.88   0.0400421     0             0.0602321     0             0             0             0             0
   90.     0.89   0.0399397     0             0.053745      0             0             0             0             0
   90.     0.9    0.0398385     0             0.0474937     0             0             0             0             0
   90.     0.91   0.0397384     0             0.0414711     0             0             0             0             0
   90.     0.92   0.0396687     0             0.0354044     0             0             0             0             0
   90.     0.93   0.0396071     0             0.0296621     0             0             0             0             0
   90.     0.94   0.0395462     0             0.0243188     0             0             0             0             0
   90.     0.95   0.039486      0             0.0193626     0             0             0             0             0
   90.     0.96   0.0576711     0             0.0147818     0             0             0             0             0
   90.     0.97   0.0937646     0             0.0105654     0             0             0             0             0
   90.     0.98   0.129488      0             0.00670257    0             0             0             0             0
   90.     0.99   0.164848      0             0.00318311    0             0             0             0             0
   90.     1.     0.199854      0             0             0             0             0             0             0
   100.    0.01   0.27341       1.70541       1.0066        0.60857       0.0647884     0             1.28783       0.617861
   100.    0.02   0.268159      1.50924       0.955188      0.537225      0.0405744     0             1.08033       0.540445
   100.    0.03   0.259092      1.35181       0.924833      0.480959      0.0269462     0             0.902438      0.478984
   100.    0.04   0.250205      1.20907       0.901613      0.435158      0.0187274     0             0.758547      0.427491
   100.    0.05   0.241018      1.07707       0.883016      0.394455      0.0134243     0             0.641413      0.383856
   100.    0.06   0.232232      0.956939      0.866911      0.357338      0.00985463    0             0.546135      0.346802
   100.    0.07   0.223922      0.849511      0.852593      0.323307      0.00738539    0             0.466988      0.315518
   100.    0.08   0.216559      0.754612      0.8392        0.292215      0.00563613    0             0.403424      0.288678
   100.    0.09   0.210076      0.669897      0.826717      0.263135      0.00435937    0             0.350302      0.265402
   100.    0.1    0.203043      0.595795      0.814704      0.236729      0.00341841    0             0.306937      0.245477
   100.    0.11   0.196401      0.529799      0.802302      0.212208      0.00270585    0             0.270185      0.2275
   100.    0.12   0.19045       0.471893      0.790517      0.189929      0.0021616     0             0.239116      0.211856
   100.    0.13   0.184629      0.420673      0.778448      0.169587      0.00173895    0             0.213706      0.196307
   100.    0.14   0.178518      0.375141      0.76616       0.150995      0.00140507    0             0.191778      0.182197
   100.    0.15   0.173167      0.335003      0.754265      0.134207      0.00114095    0             0.17328       0.170073
   100.    0.16   0.167745      0.299318      0.7426        0.118992      0.000928221   0             0.156914      0.158659
   100.    0.17   0.162836      0.267377      0.730158      0.105191      0.000756146   0             0.142705      0.14795
   100.    0.18   0.157806      0.239044      0.718096      0.0928113     0.000616781   0             0.130237      0.138538
   100.    0.19   0.152541      0.213789      0.706548      0.0816951     0.000502809   0             0.119673      0.129636
   100.    0.2    0.148463      0.191253      0.695222      0.0717483     0.000409708   0             0.109978      0.130528
   100.    0.21   0.14382       0.170967      0.682983      0.0628279     0.000333573   0             0.101849      0.265801
   100.    0.22   0.139386      0.152831      0.671136      0.0548892     0.000271024   0             0.0943536     0.256791
   100.    0.23   0.135563      0.136589      0.659697      0.0478351     0.000219681   0             0.0870415     0.248997
   100.    0.24   0.131417      0.122061      0.648533      0.0415954     0.000177746   0             0.081075      0.241437
   100.    0.25   0.12723       0.109094      0.637719      0.0361081     0.000143728   0             0.0760599     0.234449
   100.    0.26   0.123911      0.0973147     0.626035      0.0312285     0.000115719   0             0.0709697     0.227573
   100.    0.27   0.12051       0.0867315     0.614581      0.0269322     0             0             0.0661827     0.221116
   100.    0.28   0.117026      0.0772484     0.603363      0.0231712     0             0             0.0617872     0.215107
   100.    0.29   0.113619      0.0687642     0.592368      0.0198943     0             0             0.0887745     0.209501
   100.    0.3    0.110567      0.0611752     0.581596      0.0170478     0             0             0.275483      0.204275
   100.    0.31   0.107561      0.0543684     0.571239      0.0145705     0             0             0.30731       0.199466
   100.    0.32   0.104562      0.0482067     0.560358      0.0124037     0             0             0.301569      0.194822
   100.    0.33   0.101533      0.0426562     0.549239      0.0105205     0             0             0.295903      0.190241
   100.    0.34   0.0987471     0.0377071     0.538312      0.00890687    0             0             0.290846      0.18586
   100.    0.35   0.0960925     0.0332914     0.527563      0.00752258    0             0             0.286061      0.181637
   100.    0.36   0.0935768     0.029351      0.516977      0.00633741    0             0             0.281553      0.177582
   100.    0.37   0.0911514     0.025831      0.506531      0.0053236     0             0             0.277241      0.173759
   100.    0.38   0.0888001     0.0226816     0.496222      0.00445257    0             0             0.273075      0.170092
   100.    0.39   0.0865829     0.0198767     0.486215      0.00371392    0             0             0.269327      0.166683
   100.    0.4    0.0844429     0.0173742     0.475867      0.00308487    0             0             0.265589      0.163378
   100.    0.41   0.082439      0.0151527     0.465228      0.00255666    0             0             0.261563      0.160215
   100.    0.42   0.0804968     0.0131876     0.4547        0.00211172    0             0             0.257724      0.157217
   100.    0.43   0.0786296     0.011454      0.444286      0.00173986    0             0             0.254172      0.154482
   100.    0.44   0.0767735     0.00992063    0.433997      0.0014272     0             0             0.250759      0.151708
   100.    0.45   0.0749001     0.0085684     0.423827      0.00116621    0             0             0.247527      0.148806
   100.    0.46   0.0730954     0.00737501    0.413767      0.000947623   0             0             0.244365      0.146046
   100.    0.47   0.0713956     0.00632847    0.40381       0.000767222   0             0             0.241267      0.143533
   100.    0.48   0.0697483     0.00541371    0.393974      0.000617566   0             0             0.238272      0.141122
   100.    0.49   0.0682385     0.00462697    0.384297      0.000498291   0             0             0.235579      0.139065
   100.    0.5    0.0667593     0.00393512    0.374489      0.000398071   0             0             0.232941      0.13705
   100.    0.51   0.0654024     0.00334082    0.364422      0.000318787   0             0             0.230183      0.135039
   100.    0.52   0.0640843     0.00282066    0.354427      0.000252558   0             0             0.227457      0.133062
   100.    0.53   0.0627754     0.0023743     0.344532      0.000199612   0             0             0.224691      0.131178
   100.    0.54   0.0614763     0.00198946    0.334738      0.000156785   0             0             0.221895      0.129378
   100.    0.55   0.0602066     0.00165608    0.325046      0.000121523   0             0             0.219154      0.127616
   100.    0.56   0.0590746     0.00137625    0.315458      0             0             0             0.216553      0.125982
   100.    0.57   0.0579626     0.00113477    0.305959      0             0             0             0.213999      0.124378
   100.    0.58   0.0569186     0.000934529   0.296544      0             0             0             0.211611      0.122716
   100.    0.59   0.0559501     0.000767723   0.287216      0             0             0             0.209409      0.120983
   100.    0.6    0.0549978     0.000624731   0.27798       0             0             0             0.207244      0.119279
   100.    0.61   0.0540677     0.000509136   0.268897      0             0             0             0.204887      0.117735
   100.    0.62   0.0531548     0.000411412   0.259851      0             0             0             0.202492      0.116261
   100.    0.63   0.0522565     0.000328415   0.250812      0             0             0             0.200135      0.11481
   100.    0.64   0.0514598     0.000263192   0.241685      0             0             0             0.197913      0.113466
   100.    0.65   0.0506847     0.000207942   0.232658      0             0             0             0.195736      0.112151
   100.    0.66   0.0499214     0.00016166    0.223741      0             0             0             0.193592      0.110857
   100.    0.67   0.0492616     0.000126733   0.214924      0             0             0             0.189116      0.109431
   100.    0.68   0.0486185     0             0.20622       0             0             0             0.184531      0.108014
   100.    0.69   0.0479847     0             0.197629      0             0             0             0.180013      0.106619
   100.    0.7    0.047409      0             0.189131      0             0             0             0.133516      0.10537
   100.    0.71   0.0468525     0             0.18075       0             0             0             0.0783222     0.104166
   100.    0.72   0.0463037     0             0.172489      0             0             0             0.0238999     0.10298
   100.    0.73   0.0457833     0             0.16433       0             0             0             0             0.101772
   100.    0.74   0.0452863     0             0.156287      0             0             0             0             0.100551
   100.    0.75   0.0447961     0             0.148371      0             0             0             0             0.0993462
   100.    0.76   0.0443305     0             0.140578      0             0             0             0             0.0971196
   100.    0.77   0.0439798     0             0.132905      0             0             0             0             0.0887046
   100.    0.78   0.0436336     0             0.125348      0             0             0             0             0.0803982
   100.    0.79   0.0432919     0             0.117905      0             0             0             0             0.0721976
   100.    0.8    0.0429951     0             0.110519      0             0             0             0             0.0580693
   100.    0.81   0.042733      0             0.103247      0             0             0             0             0.0395426
   100.    0.82   0.0424741     0             0.0961362     0             0             0             0             0.0212433
   100.    0.83   0.0422183     0             0.0891826     0             0             0             0             0.00316585
   100.    0.84   0.0420161     0             0.0823349     0             0             0             0             0
   100.    0.85   0.0418271     0             0.075659      0             0             0             0             0
   100.    0.86   0.0416402     0             0.0691628     0             0             0             0             0
   100.    0.87   0.0414555     0             0.062841      0             0             0             0             0
   100.    0.88   0.0413179     0             0.0566076     0             0             0             0             0
   100.    0.89   0.0411866     0             0.0505844     0             0             0             0             0
   100.    0.9    0.0410568     0             0.0447762     0             0             0             0             0
   100.    0.91   0.0409285     0             0.0391765     0             0             0             0             0
   100.    0.92   0.0408341     0             0.0335668     0             0             0             0             0
   100.    0.93   0.0407488     0             0.0282406     0             0             0             0             0
   100.    0.94   0.0406645     0             0.0232569     0             0             0             0             0
   100.    0.95   0.0405811     0             0.0186053     0             0             0             0             0
   100.    0.96   0.0572724     0             0.014276      0             0             0             0             0
   100.    0.97   0.0904285     0             0.0102595     0             0             0             0             0
   100.    0.98   0.123245      0             0.00654674    0             0             0             0             0
   100.    0.99   0.155727      0             0.00312878    0             0             0             0             0
   100.    1.     0.187884      0             0             0             0             0             0             0
   200.    0.01   0.565624      2.01923       1.16798       0.772547      0.123033      3.98366       1.57073       0.80342
   200.    0.02   0.532907      1.7225        1.10024       0.645145      0.0687185     3.02136       1.16365       0.64771
   200.    0.03   0.500009      1.4755        1.05699       0.553256      0.0428419     2.31181       0.909398      0.542419
   200.    0.04   0.472143      1.26531       1.02461       0.479151      0.028227      1.79344       0.735332      0.471344
   200.    0.05   0.448715      1.08676       0.997408      0.41649       0.0192757     1.41075       0.608846      0.5132
   200.    0.06   0.426681      0.935276      0.970839      0.362617      0.0135131     1.15506       0.650244      0.46428
   200.    0.07   0.405876      0.806935      0.944464      0.315989      0.00967641    0.98257       0.573102      0.423915
   200.    0.08   0.385316      0.698094      0.91902       0.275373      0.00705071    0.852738      0.511715      0.390209
   200.    0.09   0.367847      0.604197      0.892618      0.239443      0.00520389    0.753004      0.461113      0.360776
   200.    0.1    0.351571      0.524253      0.868242      0.208045      0.00388833    0.677166      0.4193        0.335757
   200.    0.11   0.334819      0.454594      0.84263       0.18014       0.0029295     0.617354      0.383785      0.313296
   200.    0.12   0.319936      0.394968      0.81906       0.155766      0.00222721    0.571896      0.353909      0.29376
   200.    0.13   0.305473      0.34332       0.795858      0.134335      0.00170529    0.535935      0.328199      0.276283
   200.    0.14   0.292299      0.29838       0.772718      0.115499      0.00131217    0.507473      0.30561       0.26047
   200.    0.15   0.280011      0.25963       0.751055      0.0991128     0.00101468    0.485699      0.286045      0.246496
   200.    0.16   0.268157      0.226082      0.730394      0.0848571     0.000788325   0.461282      0.269209      0.233661
   200.    0.17   0.256873      0.196641      0.709049      0.0723722     0.000613585   0.430929      0.253591      0.221622
   200.    0.18   0.246372      0.171141      0.688948      0.0615754     0.000478419   0.405083      0.239749      0.210715
   200.    0.19   0.236493      0.149195      0.669986      0.052335      0.000374903   0.383087      0.227457      0.200814
   200.    0.2    0.226945      0.13003       0.651686      0.0443333     0.000293487   0.363904      0.216437      0.191748
   200.    0.21   0.21743       0.113244      0.632782      0.0374391     0.000230242   0.346499      0.206144      0.183056
   200.    0.22   0.208979      0.0986394     0.61478       0.031527      0.000180388   0.331172      0.196844      0.175076
   200.    0.23   0.200944      0.086015      0.597453      0.0265141     0.000141684   0.317631      0.188408      0.167717
   200.    0.24   0.193401      0.0750032     0.580934      0.0222309     0.000111041   0.305567      0.180698      0.160899
   200.    0.25   0.18601       0.0654754     0.565062      0.0186168     0             0.294969      0.173691      0.154597
   200.    0.26   0.178928      0.0570625     0.54864       0.0155263     0             0.281543      0.166977      0.148481
   200.    0.27   0.172324      0.0497292     0.532718      0.0129148     0             0.26468       0.160747      0.142745
   200.    0.28   0.165934      0.0433711     0.517414      0.0107282     0             0.248524      0.154975      0.137381
   200.    0.29   0.159731      0.037826      0.502642      0.00888932    0             0.233509      0.149604      0.132351
   200.    0.3    0.154222      0.0329761     0.488328      0.0073424     0             0.219393      0.144631      0.127649
   200.    0.31   0.148601      0.0287977     0.474575      0.00607151    0             0.206727      0.140009      0.123251
   200.    0.32   0.143153      0.0250919     0.460675      0.00499427    0             0.194572      0.135577      0.119016
   200.    0.33   0.137982      0.0218293     0.446849      0.00409039    0             0.183005      0.131274      0.11489
   200.    0.34   0.133221      0.0190313     0.433423      0.00336204    0             0.172278      0.12728       0.111045
   200.    0.35   0.128678      0.0165633     0.420387      0.00275017    0             0.162149      0.123477      0.107336
   200.    0.36   0.12436       0.0143959     0.40772       0.00224088    0             0.152604      0.11989       0.103743
   200.    0.37   0.120117      0.0125301     0.395407      0.00183201    0             0.143716      0.116513      0.100452
   200.    0.38   0.115969      0.0108926     0.383413      0.00149309    0             0.135323      0.113276      0.0973392
   200.    0.39   0.112274      0.00945602    0.371818      0.00121493    0             0.127368      0.110245      0.0944297
   200.    0.4    0.108665      0.00819626    0.360219      0.000986008   0             0.11978       0.107294      0.0916007
   200.    0.41   0.105083      0.00709967    0.348637      0.000802034   0             0.112543      0.104423      0.0888608
   200.    0.42   0.101623      0.00613827    0.337355      0.000650685   0             0.105739      0.101651      0.0862227
   200.    0.43   0.098323      0.00529907    0.326358      0.000527803   0             0.0993238     0.099009      0.0837246
   200.    0.44   0.0951588     0.00456748    0.315625      0.000427998   0             0.0932332     0.0964762     0.0813209
   200.    0.45   0.0921775     0.00393158    0.305148      0.000347714   0             0.0874444     0.0940895     0.0790399
   200.    0.46   0.0893124     0.00337793    0.294924      0.000282413   0             0.081926      0.0917794     0.0768368
   200.    0.47   0.0866313     0.00289861    0.284942      0.000230245   0             0.0766686     0.0895771     0.0747482
   200.    0.48   0.0840305     0.00247857    0.275203      0.000187134   0             0.0716829     0.0874312     0.0727155
   200.    0.49   0.0816321     0.00211556    0.26571       0.000152952   0             0.0669585     0.0853926     0.0708
   200.    0.5    0.079282      0.00179856    0.256362      0.000124493   0             0.0624548     0.0833952     0.0689232
   200.    0.51   0.0769955     0.00153098    0.247096      0.000102632   0             0.0581612     0.0814606     0.0671272
   200.    0.52   0.0747556     0.00129653    0.238044      0             0             0.0540659     0.0795666     0.0653718
   200.    0.53   0.0726493     0.0010934     0.229208      0             0             0.050147      0.0777159     0.0636703
   200.    0.54   0.0706656     0.000917945   0.220581      0             0             0.0464147     0.0759065     0.0620194
   200.    0.55   0.0687262     0.000767409   0.212153      0             0             0.042878      0.074133      0.0604022
   200.    0.56   0.0669855     0.000644806   0.203907      0             0             0.0395477     0.0724482     0.0588862
   200.    0.57   0.0652755     0.000537403   0.195861      0             0             0.0363614     0.0707932     0.057397
   200.    0.58   0.0636135     0.000445247   0.188002      0             0             0.033304      0.0691898     0.0559631
   200.    0.59   0.0620013     0.000366628   0.180329      0             0             0.0303802     0.0676407     0.0545883
   200.    0.6    0.0604163     0.000299562   0.17284       0             0             0.0275985     0.0661177     0.0532366
   200.    0.61   0.0589814     0.000246398   0.165512      0             0             0.0249574     0.06466       0.0519579
   200.    0.62   0.0576121     0.000201417   0.158369      0             0             0.0224426     0.0632399     0.0507173
   200.    0.63   0.0562647     0.000162816   0.151411      0             0             0.0200465     0.0618424     0.0494966
   200.    0.64   0.0550111     0.000131487   0.14463       0             0             0.0177631     0.0605139     0.0483545
   200.    0.65   0.0537846     0.000104878   0.138023      0             0             0.0155895     0.0592109     0.0472363
   200.    0.66   0.0525767     0             0.131582      0             0             0.0135215     0.0579278     0.0461352
   200.    0.67   0.0515054     0             0.125286      0             0             0.011561      0.0566967     0.0450985
   200.    0.68   0.0504587     0             0.119159      0             0             0.00969217    0.0554864     0.0440807
   200.    0.69   0.0494272     0             0.113195      0             0             0.00791081    0.0542936     0.0430778
   200.    0.7    0.0484941     0             0.107378      0             0             0.00600472    0.0531423     0.042124
   200.    0.71   0.0475928     0             0.101721      0             0             0.00432663    0.0520128     0.0411914
   200.    0.72   0.0467041     0             0.0962221     0             0             0.0029315     0.050899      0.0402719
   200.    0.73   0.0458679     0             0.0908634     0             0             0.00183519    0.0498093     0.0393766
   200.    0.74   0.045075      0             0.0856542     0             0             0.000994062   0.0487412     0.0385026
   200.    0.75   0.0442928     0             0.0806012     0             0             0.000369534   0.0476874     0.0376404
   200.    0.76   0.0435365     0             0.0756926     0             0             0             0.0466501     0.036792
   200.    0.77   0.042883      0             0.070906      0             0             0             0.0456408     0.0359696
   200.    0.78   0.042238      0             0.0662879     0             0             0             0.0446445     0.0351577
   200.    0.79   0.0416013     0             0.0618325     0             0             0             0.0436609     0.0343562
   200.    0.8    0.0410256     0             0.0575413     0             0             0             0.0427369     0.0336036
   200.    0.81   0.0404973     0             0.0534015     0             0             0             0.0418604     0.0328899
   200.    0.82   0.0399756     0             0.0494013     0             0             0             0.0409946     0.0321849
   200.    0.83   0.0394602     0             0.0455365     0             0             0             0.0401393     0.0314885
   200.    0.84   0.0390269     0             0.0417868     0             0             0             0.0392915     0.030801
   200.    0.85   0.038615      0             0.0381721     0             0             0             0.0384531     0.0301218
   200.    0.86   0.0382079     0             0.0346927     0             0             0             0.0376246     0.0294506
   200.    0.87   0.0378055     0             0.0313444     0             0             0             0.0368056     0.028787
   200.    0.88   0.037454      0             0.028089      0             0             0             0.0360175     0.0281509
   200.    0.89   0.0371113     0             0.0249762     0             0             0             0.0352405     0.027524
   200.    0.9    0.0367726     0             0.022006      0             0             0             0.0344723     0.0269042
   200.    0.91   0.0364375     0             0.0191743     0             0             0             0.0337125     0.0262912
   200.    0.92   0.0361315     0             0.0164215     0             0             0             0.030362      0.0236694
   200.    0.93   0.0358351     0             0.0138216     0             0             0             0.0263971     0.0205715
   200.    0.94   0.0355419     0             0.0113875     0             0             0             0.0224746     0.0175066
   200.    0.95   0.0352517     0             0.00911415    0             0             0             0.0185936     0.0144742
   200.    0.96   0.0420643     0             0.00699687    0             0             0             0.0147781     0.0114991
   200.    0.97   0.0558484     0             0.00503104    0             0             0             0.0110266     0.00858
   200.    0.98   0.0694911     0             0.00321222    0             0             0             0.00731363    0.00569086
   200.    0.99   0.0829953     0             0.00153616    0             0             0             0.00363834    0.00283106
   200.    1.     0.0963638     0             0             0             0             0             0             0
   300.    0.01   0.821861      2.27969       1.36487       0.891068      0.169871      4.30345       1.6366        0.883766
   300.    0.02   0.749266      1.86225       1.27069       0.711906      0.0870994     2.96444       1.1795        0.791223
   300.    0.03   0.691494      1.53469       1.20802       0.593776      0.0503125     2.2217        1.04244       0.666508
   300.    0.04   0.643193      1.27487       1.15633       0.500739      0.0311161     1.7413        0.861454      0.580554
   300.    0.05   0.600432      1.06587       1.10699       0.423497      0.0201571     1.41377       0.730911      0.515056
   300.    0.06   0.560315      0.895498      1.05931       0.358123      0.0135242     1.18012       0.632011      0.462514
   300.    0.07   0.524893      0.755358      1.01414       0.302432      0.00932739    1.00881       0.554678      0.419238
   300.    0.08   0.491034      0.638861      0.971392      0.254797      0.0065817     0.879266      0.49242       0.382647
   300.    0.09   0.461877      0.541071      0.929833      0.213978      0.00473148    0.778642      0.441203      0.351105
   300.    0.1    0.435427      0.459206      0.891281      0.179289      0.00346061    0.688863      0.398532      0.323772
   300.    0.11   0.409659      0.39016       0.854418      0.149798      0.00256844    0.611449      0.362559      0.299807
   300.    0.12   0.386842      0.331625      0.819085      0.124754      0.00192952    0.547422      0.331621      0.278434
   300.    0.13   0.365603      0.282487      0.786879      0.10375       0.00146704    0.494446      0.305323      0.259727
